"Player","Team","ATT","YDS","TDS","REC","YDS","TDS","FL","FPTS"
"","low","11.0","43.6","0.3","1.1","6.8","0.0","0.2","9.5"
"DeeJay Dallas","SEA","11.6","50.7","0.5","2.3","17.5","0.1","0.1","11.3"
"","high","15.7","67.5","1.0","3.4","26.4","0.2","0.0","15.0"
"","low","1.9","7.0","0.1","0.4","4.0","0.0","0.1","2.8"
"Jonathan Taylor","IND","12.6","53.7","0.3","2.5","20.8","0.1","0.1","10.8"
"","high","15.4","67.3","0.6","3.5","30.0","0.1","0.0","14.1"
"","low","10.6","38.0","0.0","2.0","16.3","0.0","0.1","8.6"
"Ezekiel Elliott","DAL","14.9","59.5","0.2","2.8","20.1","0.1","0.2","10.7"
"","high","17.3","75.0","0.5","4.5","33.0","0.1","0.1","13.5"
"","low","9.1","40.7","0.0","1.9","13.2","0.0","0.3","8.4"
"Devin Singletary","BUF","11.1","49.5","0.2","2.7","20.5","0.1","0.1","9.8"
"","high","16.7","66.0","0.4","4.0","32.0","0.2","0.0","13.8"
"","low","8.6","37.1","0.0","1.9","15.0","0.0","0.1","7.6"
"Jerick McKinnon","SF","9.2","37.3","0.2","2.9","23.8","0.1","0.1","9.6"
"","high","13.4","56.0","0.4","4.2","32.0","0.4","0.0","15.2"
"","low","6.9","17.8","0.0","2.0","15.0","0.0","0.1","6.5"
"J.K. Dobbins","BAL","9.4","42.4","0.2","2.4","20.6","0.1","0.1","9.4"
"","high","15.0","65.0","0.3","4.2","37.6","0.2","0.0","10.9"
"","low","3.2","20.0","0.0","1.5","14.0","0.0","0.1","6.7"
"Damien Harris","NE","13.3","55.9","0.4","1.0","6.4","0.0","0.1","9.1"
"","high","20.0","75.0","1.0","2.6","18.0","0.1","0.0","14.8"
"","low","6.6","27.5","0.2","0.1","1.0","0.0","0.1","4.8"
"Leonard Fournette","TB","11.5","42.7","0.3","2.5","18.0","0.1","0.1","9.1"
"","high","17.6","63.9","0.5","4.0","29.0","0.1","0.0","12.6"
"","low","0.3","1.0","0.0","0.0","0.0","0.0","0.2","1.4"
"Zack Moss","BUF","10.4","42.6","0.4","1.5","11.4","0.1","0.1","9.0"
"","high","13.0","55.0","1.0","2.8","16.6","0.1","0.0","13.3"
"","low","7.6","31.0","0.3","0.8","7.3","0.0","0.1","7.2"
"Le'Veon Bell","KC","10.0","37.9","0.2","2.6","17.7","0.1","0.1","8.2"
"","high","14.7","51.1","0.5","4.3","24.8","0.2","0.0","11.4"
"","low","7.8","21.1","0.0","1.6","12.4","0.0","0.1","5.7"
"Wayne Gallman","NYG","10.2","42.9","0.2","2.0","13.7","0.0","0.1","8.1"
"","high","13.0","53.0","0.5","3.6","19.4","0.1","0.0","9.7"
"","low","6.1","24.0","0.0","1.0","7.0","0.0","0.1","5.0"
"Phillip Lindsay","DEN","10.5","47.2","0.2","1.6","10.0","0.0","0.0","7.7"
"","high","11.8","57.0","0.3","2.6","14.7","0.1","0.0","9.7"
"","low","9.6","36.1","0.0","0.8","5.5","0.0","0.1","6.2"
"Joshua Kelley","LAC","10.2","38.1","0.2","1.7","14.1","0.1","0.1","7.5"
"","high","12.4","49.6","0.4","2.7","30.0","0.2","0.1","9.7"
"","low","8.9","27.3","0.0","0.3","2.6","0.0","0.2","4.9"
"James White","NE","3.1","11.3","0.0","3.8","32.3","0.1","0.0","7.3"
"","high","4.6","17.9","0.1","5.0","40.3","0.3","0.0","8.6"
"","low","2.0","7.2","0.0","2.0","22.0","0.0","0.1","6.5"
"J.D. McKissic","WAS","4.4","18.3","0.1","3.6","27.9","0.1","0.1","7.2"
"","high","6.0","27.0","0.2","5.0","35.0","0.2","0.0","8.5"
"","low","2.6","9.0","0.0","2.7","18.8","0.0","0.3","5.8"
"Gus Edwards","BAL","11.3","47.8","0.3","0.5","3.1","0.0","0.0","7.2"
"","high","15.0","66.2","1.0","1.2","5.9","0.0","0.0","12.2"
"","low","5.8","26.6","0.1","0.0","0.0","0.0","0.1","4.1"
"Nyheim Hines","IND","4.4","16.3","0.1","3.5","27.5","0.1","0.1","7.0"
"","high","5.8","21.7","0.1","4.0","31.6","0.2","0.0","8.2"
"","low","3.0","12.7","0.0","2.6","25.0","0.0","0.1","5.8"
"Lamical Perine","NYJ","9.7","38.3","0.2","1.7","12.3","0.0","0.1","7.0"
"","high","12.1","47.0","0.3","2.8","17.4","0.1","0.0","8.3"
"","low","5.9","18.0","0.0","0.9","5.3","0.0","0.1","4.9"
"Jordan Howard","MIA","10.7","41.1","0.3","1.0","5.2","0.0","0.0","6.9"
"","high","14.6","55.0","0.5","2.1","8.9","0.1","0.0","9.6"
"","low","1.8","7.0","0.0","0.2","1.0","0.0","0.1","1.8"
"Tyler Ervin","GB","6.6","28.1","0.1","2.8","18.6","0.1","0.0","6.9"
"","high","10.5","44.3","0.3","4.0","25.4","0.2","0.0","9.8"
"","low","0.7","5.0","0.0","1.9","12.3","0.0","0.1","3.3"
"Mike Davis","CAR","7.5","26.3","0.1","2.9","18.1","0.1","0.1","6.9"
"","high","9.9","34.6","0.2","6.8","42.0","0.2","0.0","11.3"
"","low","4.3","8.0","0.0","1.3","9.5","0.0","0.1","3.9"
"Frank Gore","NYJ","10.9","44.4","0.2","1.2","7.9","0.0","0.1","6.9"
"","high","12.2","65.8","0.3","2.6","17.0","0.1","0.0","10.1"
"","low","7.0","27.0","0.0","0.7","4.0","0.0","0.1","3.7"
"Latavius Murray","NO","8.8","32.5","0.2","1.7","11.5","0.0","0.0","6.5"
"","high","12.1","43.9","0.4","2.3","17.0","0.1","0.0","7.6"
"","low","6.0","28.0","0.0","1.1","7.7","0.0","0.1","4.8"
"Adrian Peterson","DET","11.1","40.8","0.2","1.1","7.6","0.0","0.1","6.5"
"","high","15.9","54.4","0.3","2.0","15.0","0.1","0.0","7.7"
"","low","7.7","28.4","0.0","0.3","3.0","0.0","0.2","4.4"
"Brian Hill","ATL","6.4","29.2","0.1","1.8","13.2","0.0","0.1","6.0"
"","high","7.6","41.3","0.2","2.4","19.1","0.1","0.0","6.9"
"","low","4.8","20.0","0.0","1.1","7.0","0.0","0.1","4.5"
"Rex Burkhead","NE","6.1","22.6","0.1","1.8","16.6","0.1","0.1","5.9"
"","high","8.4","32.0","0.3","2.6","21.4","0.1","0.0","7.4"
"","low","4.0","13.0","0.0","1.0","12.0","0.0","0.1","4.0"
"Tony Pollard","DAL","8.0","31.2","0.1","1.6","11.4","0.0","0.0","5.8"
"","high","11.6","45.8","0.2","2.8","14.3","0.1","0.0","7.8"
"","low","1.7","8.0","0.0","1.0","7.0","0.0","0.1","2.6"
"Duke Johnson Jr.","HOU","3.6","16.1","0.1","2.3","20.2","0.1","0.0","5.7"
"","high","5.8","26.2","0.1","3.1","25.2","0.2","0.0","6.7"
"","low","2.0","9.0","0.0","1.7","15.6","0.0","0.1","3.9"
"Reggie Bonnafon","CAR","3.9","24.0","0.2","0.8","9.0","0.1","0.0","5.5"
"","high","3.9","24.0","0.2","0.8","9.0","0.1","0.0","5.2"
"","low","3.9","24.0","0.2","0.8","9.0","0.1","0.0","5.2"
"Alexander Mattison","MIN","6.5","29.2","0.1","1.3","8.1","0.0","0.0","5.3"
"","high","8.3","37.6","0.2","2.3","10.5","0.1","0.0","6.9"
"","low","4.0","18.0","0.0","1.0","6.0","0.0","0.1","3.0"
"Jordan Wilkins","IND","7.1","33.5","0.1","0.7","4.6","0.0","0.0","4.8"
"","high","9.8","46.8","0.2","1.4","7.6","0.0","0.0","6.3"
"","low","5.8","23.0","0.0","0.3","3.1","0.0","0.1","4.1"
"Patrick Laird","MIA","5.3","18.7","0.1","2.0","14.0","0.0","0.0","4.8"
"","high","9.3","33.7","0.2","3.5","27.0","0.1","0.0","6.8"
"","low","0.0","0.0","0.0","0.2","2.0","0.0","0.1","1.2"
"Cordarrelle Patterson","CHI","3.0","14.2","0.1","1.8","15.8","0.1","0.0","4.8"
"","high","3.0","14.2","0.1","1.8","15.8","0.1","0.0","4.8"
"","low","3.0","14.2","0.1","1.8","15.8","0.1","0.0","4.8"
"Chris Thompson","JAC","2.3","9.5","0.0","2.3","18.4","0.1","0.0","4.4"
"","high","3.4","11.9","0.1","3.0","23.3","0.1","0.0","5.4"
"","low","1.2","5.0","0.0","1.9","15.0","0.0","0.1","3.9"
"Sony Michel","NE","7.6","26.3","0.2","0.8","2.7","0.0","0.0","4.3"
"","high","9.5","38.8","0.3","0.9","4.4","0.0","0.0","6.7"
"","low","5.7","13.7","0.0","0.6","1.1","0.0","0.0","6.7"
"Travis Homer","SEA","4.4","18.0","0.1","1.7","7.6","0.1","0.0","4.1"
"","high","5.0","29.8","0.1","4.9","13.4","0.2","0.0","5.0"
"","low","3.3","11.4","0.0","0.6","2.2","0.0","0.1","2.9"
"Dexter Williams","GB","6.9","24.3","0.1","1.0","6.8","0.0","0.1","4.0"
"","high","12.0","47.0","0.2","2.4","12.7","0.1","0.0","6.0"
"","low","2.5","7.2","0.0","0.3","2.3","0.0","0.1","1.8"
"Jalen Richard","LV","2.6","11.4","0.1","1.9","13.7","0.0","0.0","3.9"
"","high","3.5","19.8","0.2","3.0","16.2","0.1","0.0","5.2"
"","low","1.0","4.0","0.0","1.4","10.7","0.0","0.1","3.2"
"Kyle Juszczyk","SF","1.0","4.1","0.1","1.8","18.1","0.1","0.0","3.8"
"","high","2.0","7.5","0.2","2.7","20.0","0.1","0.0","4.9"
"","low","0.2","1.0","0.0","1.4","16.1","0.0","0.1","3.4"
"Alfred Morris","NYG","5.8","24.7","0.1","0.6","3.1","0.0","0.0","3.6"
"","high","6.7","32.9","0.2","1.7","5.9","0.0","0.0","4.4"
"","low","4.9","19.9","0.0","0.0","0.0","0.0","0.1","2.7"
"Dion Lewis","NYG","2.5","9.3","0.0","1.8","12.8","0.1","0.0","3.5"
"","high","6.2","22.0","0.0","2.7","19.0","0.1","0.0","4.1"
"","low","1.1","3.8","0.0","1.0","8.5","0.0","0.1","2.7"
"D'Onta Foreman","TEN","4.6","19.1","0.1","1.0","5.5","0.0","0.0","3.4"
"","high","6.1","23.7","0.1","1.9","7.2","0.0","0.0","3.8"
"","low","3.7","15.2","0.0","0.4","4.1","0.0","0.1","2.6"
"Salvon Ahmed","MIA","3.8","14.4","0.1","1.2","7.9","0.0","0.0","3.4"
"","high","5.9","23.7","0.2","2.0","17.7","0.1","0.0","6.5"
"","low","1.5","6.4","0.0","0.6","3.6","0.0","0.1","2.3"
"Devontae Booker","LV","4.0","17.4","0.1","1.0","6.7","0.0","0.0","3.3"
"","high","7.0","29.0","0.1","2.0","13.2","0.1","0.0","3.8"
"","low","2.5","10.0","0.0","0.5","4.0","0.0","0.1","2.4"
"Benny Snell Jr.","PIT","5.9","22.6","0.1","0.5","1.7","0.0","0.1","3.3"
"","high","11.9","44.7","0.2","1.6","3.0","0.0","0.0","4.2"
"","low","2.5","10.5","0.0","0.1","0.3","0.0","0.1","2.3"
"Darrel Williams","KC","2.9","9.4","0.1","1.2","7.2","0.0","0.0","3.0"
"","high","5.2","15.4","0.2","2.4","12.0","0.2","0.0","4.4"
"","low","1.8","7.0","0.0","0.2","1.6","0.0","0.0","1.9"
"Kerryon Johnson","DET","2.7","11.4","0.1","1.2","7.5","0.0","0.0","3.0"
"","high","7.8","26.7","0.1","2.0","15.0","0.1","0.0","4.5"
"","low","0.7","3.0","0.0","0.2","1.5","0.0","0.1","1.5"
"Peyton Barber","WAS","5.2","16.6","0.1","0.5","2.4","0.0","0.0","2.9"
"","high","8.3","23.1","0.2","1.6","3.7","0.0","0.0","3.9"
"","low","3.3","8.0","0.0","0.2","1.3","0.0","0.1","1.6"
"Jeremy McNichols","TEN","3.3","14.5","0.1","0.9","6.2","0.0","0.0","2.9"
"","high","7.6","31.6","0.1","2.2","10.1","0.1","0.0","3.9"
"","low","0.3","1.0","0.0","0.2","1.2","0.0","0.1","1.5"
"Ke'Shawn Vaughn","TB","2.8","9.5","0.1","1.0","8.4","0.0","0.0","2.9"
"","high","3.8","11.0","0.1","1.7","19.0","0.1","0.0","4.8"
"","low","1.8","6.7","0.0","0.3","2.8","0.0","0.0","2.1"
"Alex Collins","SEA","3.8","15.1","0.1","0.7","3.9","0.0","0.1","2.9"
"","high","7.8","24.4","0.2","1.9","6.4","0.1","0.0","3.6"
"","low","1.4","5.9","0.0","0.3","2.1","0.0","0.1","1.5"
"Ty Johnson","NYJ","3.1","15.5","0.0","0.9","3.8","0.0","0.1","2.5"
"","high","4.2","18.5","0.1","2.2","6.5","0.0","0.0","3.4"
"","low","2.1","8.8","0.0","0.3","1.6","0.0","0.1","1.8"
"Royce Freeman","DEN","3.4","10.7","0.0","1.0","5.4","0.0","0.0","2.4"
"","high","5.7","18.1","0.1","1.8","8.0","0.1","0.0","2.8"
"","low","1.8","6.9","0.0","0.2","1.8","0.0","0.0","1.4"
"Kalen Ballage","LAC","2.4","8.4","0.1","0.9","6.2","0.0","0.0","2.3"
"","high","3.7","12.0","0.1","1.4","11.5","0.0","0.0","3.5"
"","low","1.7","6.0","0.0","0.5","3.9","0.0","0.1","2.1"
"Anthony McFarland Jr.","PIT","2.8","11.5","0.1","0.7","4.2","0.0","0.0","2.3"
"","high","5.8","21.9","0.1","1.8","7.0","0.0","0.0","2.8"
"","low","1.0","6.0","0.0","0.3","1.6","0.0","0.0","1.4"
"Alec Ingold","LV","0.5","1.5","0.0","1.1","8.8","0.1","0.0","2.1"
"","high","1.0","5.0","0.0","1.8","13.5","0.2","0.0","2.8"
"","low","0.3","0.0","0.0","0.4","3.8","0.0","0.0","1.6"
"LeSean McCoy","TB","4.5","8.1","0.0","0.9","4.6","0.0","0.0","2.0"
"","high","7.2","15.4","0.1","1.6","6.6","0.1","0.0","1.9"
"","low","1.8","3.7","0.0","0.2","1.6","0.0","0.0","1.7"
"D.J. Foster","ARI","3.1","8.6","0.0","0.8","4.3","0.0","0.0","2.0"
"","high","3.8","13.0","0.1","1.3","5.0","0.0","0.0","2.5"
"","low","2.3","2.6","0.0","0.5","3.8","0.0","0.0","1.4"
"Ito Smith","ATL","1.7","4.9","0.0","1.4","7.3","0.0","0.0","1.9"
"","high","2.0","7.0","0.0","2.0","13.0","0.0","0.0","3.0"
"","low","1.4","2.7","0.0","0.8","1.7","0.0","0.0","3.0"
"Malcolm Perry","MIA","0.6","1.9","0.0","1.0","8.9","0.0","0.0","1.9"
"","high","1.0","4.4","0.0","1.3","9.4","0.1","0.0","2.4"
"","low","0.1","-0.6","0.0","0.6","8.4","0.0","0.0","1.3"
"Darrynton Evans","TEN","2.7","10.0","0.0","0.5","4.0","0.0","0.0","1.7"
"","high","2.7","10.0","0.0","0.5","4.0","0.0","0.0","2.0"
"","low","2.7","10.0","0.0","0.5","4.0","0.0","0.0","2.0"
"Reggie Gilliam","BUF","1.7","5.6","0.0","0.8","4.0","0.1","0.0","1.6"
"","high","2.5","7.6","0.0","1.0","4.8","0.1","0.0","1.8"
"","low","0.8","3.7","0.0","0.6","3.2","0.0","0.0","1.8"
"Darwin Thompson","KC","2.6","8.1","0.0","0.9","1.8","0.0","0.0","1.6"
"","high","4.4","13.8","0.1","3.0","3.0","0.0","0.0","1.7"
"","low","1.6","5.0","0.0","0.0","0.1","0.0","0.1","1.2"
"Qadree Ollison","ATL","2.5","7.7","0.1","0.5","2.2","0.0","0.0","1.6"
"","high","4.5","13.3","0.1","1.3","4.1","0.0","0.0","1.5"
"","low","1.3","5.3","0.0","0.1","0.7","0.0","0.0","1.3"
"Jaylen Samuels","PIT","1.7","5.1","0.0","0.8","4.8","0.0","0.0","1.5"
"","high","4.4","11.5","0.0","2.5","12.5","0.0","0.0","1.5"
"","low","0.6","2.0","0.0","0.1","1.0","0.0","0.0","0.8"
"Patrick Ricard","BAL","0.9","2.0","0.0","0.7","3.3","0.1","0.0","1.3"
"","high","2.4","7.4","0.0","0.9","6.0","0.2","0.0","2.0"
"","low","0.1","-0.5","0.0","0.3","2.1","0.0","0.1","0.7"
"Ryan Nall","CHI","2.1","5.6","0.0","0.7","3.3","0.0","0.0","1.3"
"","high","4.3","14.9","0.0","1.5","4.8","0.0","0.0","1.1"
"","low","0.0","0.0","0.0","0.1","1.0","0.0","0.0","0.4"
"Ty Montgomery","NO","1.4","3.9","0.0","0.7","3.7","0.0","0.0","1.2"
"","high","1.4","4.2","0.0","0.7","4.5","0.0","0.0","1.4"
"","low","1.4","3.5","0.0","0.6","2.9","0.0","0.0","1.4"
"Trenton Cannon","CAR","1.7","4.8","0.0","0.6","2.9","0.0","0.0","1.2"
"","high","1.8","6.7","0.0","0.9","3.5","0.0","0.0","1.3"
"","low","1.6","3.1","0.0","0.4","2.0","0.0","0.0","1.3"
"C.J. Ham","MIN","0.7","2.1","0.0","0.7","5.6","0.0","0.0","1.2"
"","high","1.1","5.0","0.0","1.0","7.7","0.0","0.0","1.1"
"","low","0.4","1.0","0.0","0.5","3.9","0.0","0.0","1.0"
"Josh Adams","NYJ","2.0","6.3","0.1","0.3","0.4","0.0","0.0","1.1"
"","high","2.3","7.5","0.1","0.7","0.7","0.0","0.0","1.5"
"","low","1.7","5.1","0.0","0.0","0.2","0.0","0.0","1.5"
"Justice Hill","BAL","1.6","5.1","0.0","0.6","1.8","0.0","0.0","1.1"
"","high","3.2","11.1","0.0","1.4","3.4","0.0","0.0","1.2"
"","low","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.3"
"Jakob Johnson","NE","1.7","5.3","0.0","0.6","2.2","0.0","0.0","1.0"
"","high","3.4","10.6","0.0","1.3","4.4","0.0","0.0","0.4"
"","low","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.4"
"Mike Boone","MIN","0.9","6.2","0.0","0.2","0.7","0.0","0.0","1.0"
"","high","2.0","11.1","0.1","0.3","2.3","0.0","0.0","1.8"
"","low","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.1"
"Dare Ogunbowale","JAC","0.4","1.1","0.0","0.7","4.6","0.0","0.0","1.0"
"","high","0.9","1.8","0.0","1.5","7.6","0.0","0.0","1.3"
"","low","0.0","0.0","0.0","0.1","1.0","0.0","0.0","0.4"
"Ameer Abdullah","MIN","1.0","4.6","0.0","0.4","2.3","0.0","0.0","1.0"
"","high","1.6","6.6","0.1","0.8","4.9","0.0","0.0","1.8"
"","low","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.2"
"Alex Armah","CAR","0.8","3.8","0.0","0.5","2.8","0.0","0.0","0.9"
"","high","1.2","10.3","0.0","1.0","7.0","0.0","0.0","1.3"
"","low","0.5","1.4","0.0","0.1","0.0","0.0","0.0","0.5"
"Artavis Pierce","CHI","0.0","1.9","0.0","0.5","3.5","0.0","0.0","0.9"
"","high","0.0","3.8","0.0","0.6","4.1","0.0","0.0","1.3"
"","low","0.0","0.0","0.0","0.3","3.0","0.0","0.0","0.6"
"Keith Smith","ATL","0.9","2.2","0.0","0.7","2.7","0.0","0.0","0.9"
"","high","2.2","6.7","0.0","0.9","4.0","0.0","0.0","0.9"
"","low","0.2","0.4","0.0","0.4","1.9","0.0","0.0","0.6"
"Sewo Olonilua","DAL","0.4","3.7","0.0","0.3","1.5","0.0","0.0","0.8"
"","high","0.6","8.6","0.1","0.5","3.0","0.0","0.0","1.8"
"","low","0.3","1.0","0.0","0.1","0.7","0.0","0.0","0.3"
"Austin Walter","SF","1.4","4.0","0.0","0.6","1.7","0.0","0.0","0.8"
"","high","1.4","4.0","0.0","0.6","1.7","0.0","0.0","0.0"
"","low","1.4","4.0","0.0","0.6","1.7","0.0","0.0","0.0"
"Jeremy Cox","DEN","0.0","2.5","0.0","0.3","1.8","0.0","0.0","0.7"
"","high","0.0","2.5","0.0","0.3","1.8","0.0","0.0","0.7"
"","low","0.0","2.5","0.0","0.3","1.8","0.0","0.0","0.7"
"Michael Burton","NO","1.1","2.9","0.0","0.5","2.0","0.0","0.0","0.7"
"","high","2.5","7.8","0.0","1.0","5.0","0.0","0.0","1.0"
"","low","0.2","1.0","0.0","0.1","0.0","0.0","0.0","0.4"
"Gabe Nabers","LAC","0.9","2.5","0.0","0.3","2.6","0.0","0.0","0.7"
"","high","1.4","6.0","0.0","0.4","4.0","0.0","0.0","1.4"
"","low","0.3","0.5","0.0","0.1","0.9","0.0","0.0","0.3"
"Rico Dowdle","DAL","0.8","3.2","0.0","0.3","1.5","0.0","0.0","0.7"
"","high","1.6","5.0","0.0","0.7","1.8","0.0","0.0","1.1"
"","low","0.0","0.0","0.0","0.1","1.0","0.0","0.0","0.3"
"Elijhaa Penny","NYG","1.2","3.7","0.0","0.3","1.3","0.0","0.0","0.7"
"","high","2.9","9.2","0.0","0.7","2.8","0.0","0.0","0.8"
"","low","0.2","1.0","0.0","0.1","0.4","0.0","0.0","0.3"
"Chandler Cox","MIA","0.5","1.3","0.0","0.4","3.2","0.0","0.0","0.7"
"","high","1.0","4.0","0.0","0.7","4.5","0.0","0.0","1.1"
"","low","0.0","0.0","0.0","0.3","1.0","0.0","0.0","0.4"
"Anthony Sherman","KC","0.4","0.5","0.0","0.2","1.6","0.1","0.0","0.7"
"","high","0.6","1.0","0.0","0.5","3.9","0.2","0.0","1.8"
"","low","0.1","0.0","0.0","0.0","0.1","0.0","0.0","0.4"
"Senorise Perry","TEN","1.1","3.2","0.0","0.5","1.0","0.0","0.0","0.6"
"","high","1.1","3.2","0.0","0.5","1.0","0.0","0.0","0.0"
"","low","1.1","3.2","0.0","0.5","1.0","0.0","0.0","0.0"
"Derek Watt","PIT","0.2","0.3","0.0","0.2","1.5","0.0","0.0","0.5"
"","high","0.4","0.7","0.1","0.2","3.0","0.0","0.0","0.9"
"","low","0.0","0.0","0.0","0.2","0.4","0.0","0.0","0.2"
"Khari Blasingame","TEN","0.6","1.1","0.0","0.3","1.8","0.0","0.0","0.5"
"","high","1.0","3.0","0.0","0.4","2.5","0.0","0.0","0.6"
"","low","0.1","0.0","0.0","0.2","1.2","0.0","0.0","0.4"
"Cullen Gillaspia","HOU","0.3","0.8","0.0","0.3","2.1","0.0","0.0","0.5"
"","high","0.3","1.5","0.0","0.4","3.0","0.0","0.0","0.6"
"","low","0.3","0.0","0.0","0.2","1.1","0.0","0.0","0.3"
"Buddy Howell","HOU","0.0","1.2","0.0","0.1","0.9","0.0","0.0","0.4"
"","high","0.0","2.3","0.0","0.3","1.9","0.0","0.0","0.7"
"","low","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.1"
"C.J. Prosise","HOU","0.3","1.0","0.0","0.1","1.0","0.0","0.0","0.3"
"","high","0.3","1.0","0.0","0.1","1.0","0.0","0.0","0.4"
"","low","0.3","1.0","0.0","0.1","1.0","0.0","0.0","0.4"
"John Lovett","GB","0.2","0.5","0.0","0.2","0.5","0.0","0.0","0.2"
"","high","0.2","0.9","0.0","0.2","0.6","0.0","0.0","0.2"
"","low","0.2","0.1","0.0","0.1","0.5","0.0","0.0","0.2"
"Nick Bellore","SEA","0.1","0.3","0.0","0.1","0.8","0.0","0.0","0.2"
"","high","0.1","0.8","0.0","0.2","1.4","0.0","0.0","0.3"
"","low","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.1"
"Kenjon Barner","TB","0.3","1.0","0.0","0.1","0.2","0.0","0.0","0.2"
