"Player","Team","ATT","YDS","TDS","REC","YDS","TDS","FL","FPTS"
"Ezekiel Elliott","DAL","16.7","68.2","0.3","2.7","19.2","0.1","0.2","13.3"
"","high","18.3","73.1","0.5","3.0","23.0","0.1","0.1","14.6"
"","low","13.6","60.3","0.0","2.3","15.7","0.0","0.3","11.8"
"Jonathan Taylor","IND","13.1","55.4","0.5","2.3","18.8","0.1","0.1","13.0"
"","high","15.0","64.0","1.0","3.1","25.1","0.1","0.1","16.0"
"","low","11.7","49.1","0.3","2.0","13.0","0.0","0.1","12.0"
"D'Andre Swift","DET","11.2","49.5","0.4","2.9","24.9","0.1","0.1","13.0"
"","high","15.8","69.5","0.5","3.9","42.6","0.2","0.0","15.8"
"","low","2.0","10.0","0.0","0.0","0.0","0.0","0.2","3.9"
"Clyde Edwards-Helaire","KC","12.9","57.4","0.3","2.5","20.4","0.1","0.0","12.9"
"","high","15.7","68.3","0.5","3.0","24.0","0.2","0.0","14.3"
"","low","9.8","45.3","0.0","1.8","16.8","0.0","0.1","10.0"
"Kenyan Drake","ARI","14.7","61.9","0.6","1.8","13.3","0.0","0.1","12.7"
"","high","17.7","72.6","1.0","3.0","22.6","0.1","0.1","15.4"
"","low","11.5","54.4","0.3","1.2","7.7","0.0","0.2","10.4"
"Josh Jacobs","LV","15.3","56.4","0.6","1.9","13.1","0.0","0.1","12.2"
"","high","19.0","84.9","1.0","2.8","18.2","0.1","0.0","15.8"
"","low","10.4","24.5","0.2","1.0","6.0","0.0","0.2","6.1"
"Melvin Gordon III","DEN","13.0","53.5","0.5","2.1","15.0","0.1","0.2","11.8"
"","high","17.0","66.0","1.0","3.4","21.3","0.1","0.1","16.3"
"","low","10.7","45.8","0.3","1.7","11.1","0.0","0.2","10.0"
"Giovani Bernard","CIN","12.0","46.9","0.2","2.9","25.0","0.1","0.1","11.7"
"","high","14.0","56.0","0.3","3.4","32.0","0.1","0.0","13.0"
"","low","8.2","32.5","0.0","2.0","19.0","0.0","0.2","10.2"
"Kareem Hunt","CLE","10.2","45.5","0.3","2.5","20.5","0.1","0.0","11.3"
"","high","11.7","54.2","0.4","3.0","24.0","0.2","0.0","12.2"
"","low","8.4","38.0","0.0","1.8","14.5","0.0","0.1","9.6"
"J.K. Dobbins","BAL","10.7","58.4","0.3","2.0","15.1","0.0","0.0","11.3"
"","high","13.5","85.5","0.5","2.6","23.2","0.1","0.0","12.9"
"","low","7.6","39.0","0.0","1.5","11.0","0.0","0.1","8.3"
"Damien Harris","NE","15.0","67.0","0.5","0.7","5.2","0.0","0.1","10.8"
"","high","20.0","76.5","1.0","2.6","18.1","0.1","0.0","14.2"
"","low","10.6","54.8","0.2","0.0","0.0","0.0","0.2","9.6"
"James White","NE","5.1","19.7","0.1","4.1","32.5","0.1","0.0","10.7"
"","high","5.8","26.3","0.3","5.2","42.9","0.2","0.0","11.8"
"","low","4.2","11.1","0.0","3.3","27.6","0.0","0.1","9.7"
"Myles Gaskin","MIA","10.1","43.3","0.2","2.7","19.9","0.1","0.1","10.6"
"","high","13.1","57.3","0.4","3.3","23.1","0.1","0.1","13.6"
"","low","6.6","27.3","0.1","1.7","12.2","0.0","0.1","8.2"
"Frank Gore","NYJ","14.6","57.7","0.2","1.8","11.0","0.0","0.1","10.0"
"","high","15.6","66.9","0.4","3.0","14.3","0.1","0.0","12.7"
"","low","14.0","46.8","0.0","1.2","7.4","0.0","0.2","8.1"
"J.D. McKissic","WAS","4.4","18.8","0.1","4.1","31.9","0.1","0.1","9.9"
"","high","6.2","26.0","0.1","6.0","44.0","0.2","0.0","10.4"
"","low","3.1","12.7","0.0","3.1","25.5","0.0","0.2","9.1"
"Chase Edmonds","ARI","5.9","27.3","0.1","3.2","23.8","0.1","0.0","9.6"
"","high","7.4","39.0","0.2","3.6","27.5","0.2","0.0","10.4"
"","low","4.9","20.6","0.0","3.0","22.0","0.0","0.1","8.0"
"Latavius Murray","NO","11.7","47.9","0.4","1.3","9.1","0.0","0.0","9.6"
"","high","12.8","57.0","1.0","2.2","13.6","0.0","0.0","13.5"
"","low","9.7","40.0","0.2","1.0","5.0","0.0","0.1","8.3"
"Devin Singletary","BUF","9.3","44.0","0.1","2.4","17.6","0.1","0.1","9.5"
"","high","11.3","52.7","0.2","2.9","22.6","0.1","0.1","10.9"
"","low","7.1","30.3","0.0","2.0","14.0","0.0","0.1","8.4"
"Duke Johnson Jr.","HOU","6.2","26.7","0.1","2.8","25.5","0.1","0.1","9.2"
"","high","9.0","41.0","0.2","4.0","42.6","0.2","0.0","9.6"
"","low","3.6","14.9","0.0","2.1","19.2","0.0","0.1","7.4"
"Zack Moss","BUF","10.8","44.1","0.2","1.5","11.2","0.1","0.1","8.8"
"","high","14.0","60.0","0.4","2.8","15.3","0.1","0.0","9.3"
"","low","8.1","32.5","0.0","0.7","5.5","0.0","0.1","8.4"
"Jamaal Williams","GB","9.5","36.8","0.2","2.1","15.0","0.1","0.0","8.6"
"","high","11.5","46.5","0.3","3.7","19.7","0.1","0.0","10.8"
"","low","8.2","30.5","0.0","1.0","12.0","0.0","0.1","6.8"
"David Johnson","HOU","9.2","32.1","0.2","1.7","15.8","0.1","0.1","8.4"
"","high","13.4","51.1","0.4","2.4","25.2","0.2","0.1","12.2"
"","low","3.3","8.8","0.0","1.0","5.7","0.0","0.2","6.9"
"Devontae Booker","LV","8.9","40.9","0.3","1.4","11.1","0.0","0.1","8.2"
"","high","11.5","52.8","0.4","2.6","23.3","0.1","0.0","11.3"
"","low","7.1","30.1","0.0","0.0","0.0","0.0","0.1","5.0"
"Darrell Henderson","LAR","9.5","41.2","0.2","1.3","10.6","0.0","0.0","7.9"
"","high","11.9","50.0","0.4","1.8","13.5","0.1","0.0","9.7"
"","low","8.0","33.6","0.0","0.7","6.8","0.0","0.1","5.8"
"Todd Gurley II","ATL","10.0","37.1","0.3","1.4","9.6","0.0","0.1","7.9"
"","high","13.8","50.4","0.5","3.0","16.5","0.1","0.1","11.0"
"","low","3.0","10.0","0.0","0.0","0.0","0.0","0.1","2.4"
"Carlos Hyde","SEA","9.8","37.5","0.2","1.8","9.1","0.0","0.1","7.7"
"","high","14.8","55.5","0.4","3.0","11.4","0.1","0.0","8.7"
"","low","6.7","27.2","0.0","1.0","5.5","0.0","0.1","7.1"
"Benny Snell Jr.","PIT","10.2","46.8","0.3","0.7","4.0","0.0","0.1","7.5"
"","high","15.5","67.4","0.7","1.8","13.4","0.1","0.1","12.4"
"","low","4.8","19.9","0.0","0.0","0.0","0.0","0.2","3.7"
"James Conner","PIT","8.2","34.8","0.3","1.5","8.3","0.0","0.1","7.4"
"","high","17.5","77.2","0.6","2.2","16.5","0.1","0.0","15.2"
"","low","3.0","10.0","0.0","0.0","0.0","0.0","0.1","2.5"
"Jerick McKinnon","SF","5.8","22.2","0.1","2.3","17.3","0.1","0.0","7.2"
"","high","9.2","31.7","0.3","3.7","20.4","0.1","0.0","9.0"
"","low","2.9","12.4","0.0","1.7","14.0","0.0","0.1","5.8"
"Le'Veon Bell","KC","8.0","29.6","0.1","2.0","12.7","0.0","0.1","7.1"
"","high","12.1","40.0","0.2","3.7","19.4","0.1","0.0","8.1"
"","low","5.0","18.0","0.0","1.2","8.8","0.0","0.1","5.4"
"Brian Hill","ATL","8.5","34.1","0.1","1.7","11.8","0.0","0.1","6.9"
"","high","11.0","47.5","0.2","3.0","19.0","0.1","0.0","7.9"
"","low","5.5","21.6","0.0","0.9","6.9","0.0","0.1","5.4"
"Cam Akers","LAR","9.7","39.6","0.2","1.0","6.3","0.0","0.1","6.8"
"","high","12.3","48.0","0.3","2.8","14.8","0.1","0.0","8.2"
"","low","7.6","32.0","0.0","0.0","0.0","0.0","0.1","4.9"
"Kalen Ballage","LAC","6.2","22.8","0.2","2.0","13.4","0.0","0.0","6.7"
"","high","7.7","28.8","0.3","2.9","21.1","0.1","0.0","8.7"
"","low","4.6","9.7","0.0","1.4","4.7","0.0","0.1","7.1"
"Malcolm Brown","LAR","6.7","28.8","0.1","1.6","11.1","0.0","0.0","6.6"
"","high","11.4","48.5","0.3","2.2","13.8","0.1","0.0","7.6"
"","low","4.3","17.6","0.0","1.0","9.0","0.0","0.1","5.4"
"Phillip Lindsay","DEN","9.1","38.5","0.1","0.9","5.2","0.0","0.0","6.0"
"","high","14.0","65.0","0.2","1.6","10.9","0.1","0.0","8.1"
"","low","5.3","22.1","0.0","0.0","0.0","0.0","0.1","5.0"
"Tony Pollard","DAL","7.4","32.4","0.1","1.3","7.8","0.0","0.1","6.0"
"","high","9.0","42.4","0.2","2.5","11.6","0.1","0.0","7.3"
"","low","5.1","22.0","0.0","0.0","0.0","0.0","0.1","4.4"
"Kerryon Johnson","DET","5.5","22.1","0.0","2.0","13.0","0.0","0.1","5.8"
"","high","9.0","35.0","0.1","4.0","23.0","0.1","0.0","7.8"
"","low","2.1","8.7","0.0","0.6","4.3","0.0","0.1","3.8"
"Mark Ingram II","BAL","6.7","28.1","0.2","1.1","8.2","0.0","0.1","5.7"
"","high","9.7","33.4","0.3","2.0","12.0","0.1","0.0","6.9"
"","low","4.2","20.5","0.0","0.5","4.1","0.0","0.1","4.9"
"Boston Scott","PHI","4.5","19.3","0.1","1.8","13.0","0.0","0.0","5.6"
"","high","6.5","28.1","0.1","3.8","20.9","0.1","0.0","7.0"
"","low","2.7","12.2","0.0","0.6","4.2","0.0","0.1","4.4"
"Cordarrelle Patterson","CHI","4.2","19.5","0.1","1.3","12.6","0.1","0.0","5.5"
"","high","4.2","19.5","0.1","1.3","12.6","0.1","0.0","5.5"
"","low","4.2","19.5","0.1","1.3","12.6","0.1","0.0","5.5"
"Jordan Wilkins","IND","6.3","30.7","0.1","1.0","6.4","0.0","0.0","5.4"
"","high","7.2","46.5","0.2","1.7","9.3","0.0","0.0","6.3"
"","low","6.0","23.0","0.0","0.4","3.4","0.0","0.1","3.7"
"Adrian Peterson","DET","9.0","32.4","0.1","1.0","6.0","0.0","0.1","5.4"
"","high","14.0","47.0","0.2","2.0","8.4","0.0","0.0","6.4"
"","low","5.2","20.3","0.0","0.2","1.8","0.0","0.1","4.2"
"Matt Breida","MIA","6.8","25.8","0.1","1.2","8.8","0.0","0.1","5.1"
"","high","12.0","49.0","0.2","2.0","14.0","0.1","0.0","7.5"
"","low","1.0","4.6","0.0","0.5","4.1","0.0","0.1","2.3"
"Tevin Coleman","SF","5.6","25.6","0.2","0.7","6.7","0.0","0.0","5.1"
"","high","5.7","30.8","0.2","0.9","9.0","0.0","0.0","6.2"
"","low","5.6","21.8","0.1","0.5","4.2","0.0","0.1","3.9"
"Gus Edwards","BAL","7.8","33.9","0.1","0.5","3.1","0.0","0.1","5.0"
"","high","10.9","58.1","0.2","1.2","4.8","0.0","0.0","5.9"
"","low","4.7","21.3","0.0","0.0","0.0","0.0","0.1","3.6"
"Salvon Ahmed","MIA","5.8","22.0","0.2","1.0","6.6","0.0","0.0","5.0"
"","high","8.9","36.7","0.4","1.5","11.9","0.1","0.0","7.6"
"","low","3.8","13.2","0.0","0.6","3.9","0.0","0.1","4.1"
"Alexander Mattison","MIN","6.1","27.3","0.1","1.0","5.3","0.0","0.1","4.9"
"","high","8.7","40.4","0.2","2.5","7.5","0.1","0.0","5.7"
"","low","3.9","17.2","0.0","0.4","3.7","0.0","0.1","3.8"
"Ty Johnson","NYJ","4.5","19.6","0.1","1.5","7.7","0.0","0.1","4.7"
"","high","6.7","28.3","0.2","2.2","12.5","0.1","0.0","6.5"
"","low","3.0","15.1","0.0","0.6","2.3","0.0","0.1","3.2"
"Ito Smith","ATL","5.3","19.9","0.1","1.3","8.6","0.0","0.0","4.7"
"","high","8.6","34.5","0.2","3.2","19.0","0.1","0.0","6.1"
"","low","1.8","5.8","0.0","0.1","0.8","0.0","0.0","2.6"
"DeAndre Washington","MIA","5.3","18.2","0.1","1.3","8.5","0.0","0.0","4.6"
"","high","7.6","25.6","0.2","2.5","12.8","0.1","0.0","5.8"
"","low","2.2","9.1","0.0","0.5","3.8","0.0","0.1","3.0"
"Royce Freeman","DEN","6.0","20.4","0.1","1.4","7.5","0.0","0.0","4.5"
"","high","7.0","25.8","0.1","2.2","9.0","0.0","0.0","5.2"
"","low","5.0","11.5","0.0","0.8","5.3","0.0","0.1","3.6"
"Joshua Kelley","LAC","5.9","21.2","0.1","1.1","7.2","0.0","0.1","4.3"
"","high","11.6","38.4","0.1","3.0","16.1","0.0","0.0","4.7"
"","low","3.0","13.0","0.0","0.2","1.3","0.0","0.2","3.0"
"Anthony McFarland Jr.","PIT","4.6","18.4","0.1","1.3","6.5","0.0","0.0","4.2"
"","high","7.3","29.3","0.2","3.0","11.0","0.0","0.0","4.8"
"","low","3.0","11.4","0.0","0.6","4.3","0.0","0.1","3.5"
"C.J. Prosise","HOU","3.8","11.1","0.0","1.6","10.3","0.1","0.1","4.1"
"","high","5.9","18.8","0.1","4.2","24.0","0.1","0.0","5.1"
"","low","1.7","3.3","0.0","0.4","1.6","0.0","0.1","2.7"
"Samaje Perine","CIN","5.7","21.7","0.1","0.9","5.3","0.0","0.1","4.1"
"","high","7.9","28.5","0.2","1.7","9.3","0.0","0.0","5.1"
"","low","4.0","16.0","0.0","0.3","1.0","0.0","0.1","2.9"
"Dion Lewis","NYG","1.9","6.8","0.0","1.7","11.2","0.0","0.0","3.7"
"","high","4.4","14.9","0.0","2.3","17.4","0.1","0.0","4.5"
"","low","0.9","3.9","0.0","1.3","7.2","0.0","0.1","3.5"
"Patrick Laird","MIA","2.4","9.0","0.0","1.9","9.8","0.0","0.1","3.6"
"","high","2.9","11.1","0.0","2.7","12.5","0.0","0.1","3.3"
"","low","2.0","7.0","0.0","1.0","7.0","0.0","0.1","3.3"
"Jaylen Samuels","PIT","3.3","8.2","0.0","1.9","9.0","0.0","0.0","3.6"
"","high","3.3","8.2","0.0","1.9","9.0","0.0","0.0","0.0"
"","low","3.3","8.2","0.0","1.9","9.0","0.0","0.0","0.0"
"Devonta Freeman","NYG","4.7","12.2","0.1","1.2","7.0","0.1","0.1","3.5"
"","high","5.0","14.8","0.1","1.3","9.4","0.1","0.0","4.8"
"","low","4.4","9.6","0.0","1.0","4.6","0.0","0.1","4.8"
"Jeff Wilson Jr.","SF","5.7","21.5","0.1","0.7","3.5","0.0","0.1","3.5"
"","high","10.0","39.0","0.2","2.4","9.6","0.0","0.0","4.6"
"","low","1.9","7.3","0.0","0.0","0.0","0.0","0.2","2.1"
"Alfred Morris","NYG","4.7","20.1","0.1","0.6","2.7","0.0","0.0","3.5"
"","high","5.0","22.8","0.2","1.4","4.1","0.0","0.0","4.1"
"","low","4.4","17.6","0.0","0.3","2.1","0.0","0.0","3.5"
"Justin Jackson","LAC","3.4","14.2","0.1","0.8","5.5","0.0","0.0","3.5"
"","high","3.4","14.2","0.1","0.8","5.5","0.0","0.0","3.5"
"","low","3.4","14.2","0.1","0.8","5.5","0.0","0.0","3.5"
"Jeremy McNichols","TEN","3.5","15.3","0.0","0.9","5.3","0.0","0.0","3.3"
"","high","7.1","28.2","0.1","2.1","9.3","0.1","0.0","3.8"
"","low","1.7","7.2","0.0","0.2","0.9","0.0","0.1","2.3"
"Kyle Juszczyk","SF","1.0","3.6","0.0","1.3","12.5","0.0","0.0","3.3"
"","high","1.5","5.6","0.1","2.0","15.7","0.1","0.0","3.9"
"","low","0.6","2.1","0.0","0.8","7.9","0.0","0.1","2.7"
"Troymaine Pope","LAC","2.7","9.9","0.0","1.3","8.0","0.0","0.0","3.3"
"","high","3.4","11.1","0.1","2.2","11.6","0.1","0.0","3.7"
"","low","2.0","8.0","0.0","0.9","6.0","0.0","0.0","2.7"
"Peyton Barber","WAS","5.6","18.9","0.1","0.5","2.0","0.0","0.0","3.2"
"","high","8.5","24.4","0.2","1.6","3.8","0.0","0.0","3.7"
"","low","4.0","12.0","0.0","0.2","1.3","0.0","0.1","2.5"
"Jalen Richard","LV","2.8","9.9","0.1","1.0","6.8","0.0","0.0","3.1"
"","high","5.3","23.0","0.2","1.9","9.8","0.0","0.0","5.0"
"","low","1.1","4.4","0.0","0.6","5.4","0.0","0.1","2.2"
"Travis Homer","SEA","0.0","7.6","0.1","1.0","7.0","0.0","0.0","3.0"
"","high","0.0","7.6","0.1","1.0","7.0","0.0","0.0","3.0"
"","low","0.0","7.6","0.1","1.0","7.0","0.0","0.0","3.0"
"Josh Adams","NYJ","4.1","13.7","0.1","0.7","2.3","0.0","0.0","3.0"
"","high","5.9","17.7","0.3","1.8","3.3","0.0","0.0","4.4"
"","low","2.0","8.4","0.0","0.1","0.9","0.0","0.1","2.3"
"Sony Michel","NE","3.7","16.5","0.1","0.5","2.0","0.0","0.0","2.9"
"","high","8.3","30.2","0.2","1.1","3.2","0.0","0.0","5.3"
"","low","1.9","8.1","0.0","0.1","0.4","0.0","0.0","1.9"
"Devine Ozigbo","JAC","3.3","10.2","0.0","1.1","6.3","0.0","0.0","2.9"
"","high","5.5","19.8","0.1","1.7","8.0","0.0","0.0","3.4"
"","low","2.0","3.1","0.0","0.6","3.8","0.0","0.1","2.1"
"D'Onta Foreman","TEN","4.2","16.4","0.1","0.6","2.8","0.0","0.0","2.9"
"","high","6.3","24.7","0.1","1.8","6.7","0.1","0.0","3.3"
"","low","2.9","13.0","0.0","0.0","0.0","0.0","0.1","1.9"
"Darwin Thompson","KC","3.9","9.5","0.0","1.5","2.5","0.0","0.1","2.8"
"","high","3.9","11.5","0.1","2.5","2.5","0.0","0.0","2.9"
"","low","3.9","7.5","0.0","0.4","2.4","0.0","0.1","2.9"
"Darrel Williams","KC","1.9","7.2","0.0","1.0","5.8","0.0","0.0","2.6"
"","high","5.5","16.4","0.1","2.6","10.7","0.1","0.0","3.2"
"","low","0.5","1.9","0.0","0.0","0.0","0.0","0.1","1.6"
"AJ Dillon","GB","3.3","10.5","0.0","1.2","3.5","0.0","0.0","2.6"
"","high","3.3","10.5","0.0","1.2","3.5","0.0","0.0","0.0"
"","low","3.3","10.5","0.0","1.2","3.5","0.0","0.0","0.0"
"Dare Ogunbowale","JAC","1.0","2.0","0.0","1.2","9.3","0.0","0.0","2.5"
"","high","1.0","2.1","0.0","1.9","14.3","0.0","0.0","2.3"
"","low","1.0","1.9","0.0","0.6","4.9","0.0","0.0","2.2"
"DeeJay Dallas","SEA","3.1","9.1","0.1","0.8","4.3","0.0","0.0","2.5"
"","high","4.5","13.3","0.1","1.3","7.2","0.0","0.0","3.0"
"","low","1.7","5.6","0.0","0.2","1.5","0.0","0.0","2.1"
"Malcolm Perry","MIA","0.3","0.7","0.0","0.9","10.2","0.1","0.0","2.5"
"","high","0.3","1.0","0.0","1.0","14.3","0.1","0.0","3.0"
"","low","0.2","0.5","0.0","0.8","6.1","0.1","0.0","2.0"
"Tyler Ervin","GB","2.2","6.9","0.0","0.9","5.6","0.0","0.0","2.4"
"","high","3.2","10.3","0.0","1.2","9.6","0.0","0.0","2.9"
"","low","1.1","4.4","0.0","0.5","3.4","0.0","0.0","2.1"
"Jakob Johnson","NE","3.0","9.4","0.0","1.1","3.9","0.0","0.0","2.4"
"","high","3.0","9.4","0.0","1.1","3.9","0.0","0.0","0.0"
"","low","3.0","9.4","0.0","1.1","3.9","0.0","0.0","0.0"
"Ryan Nall","CHI","1.6","5.7","0.0","0.9","5.9","0.0","0.0","2.3"
"","high","3.5","11.4","0.0","1.3","6.9","0.1","0.0","2.6"
"","low","0.5","2.1","0.0","0.6","3.8","0.0","0.0","2.1"
"Alec Ingold","LV","0.6","2.1","0.0","1.1","8.4","0.0","0.0","2.3"
"","high","1.0","3.9","0.0","1.8","10.4","0.0","0.0","2.3"
"","low","0.3","1.1","0.0","0.7","6.5","0.0","0.0","2.2"
"Corey Clement","PHI","2.5","8.1","0.1","0.8","3.9","0.0","0.0","2.3"
"","high","3.3","11.0","0.1","1.7","7.6","0.0","0.0","2.3"
"","low","1.7","6.2","0.0","0.2","1.5","0.0","0.0","2.2"
"Justice Hill","BAL","3.7","8.3","0.0","1.0","3.7","0.0","0.0","2.3"
"","high","3.7","13.5","0.0","1.5","4.2","0.0","0.0","1.9"
"","low","3.7","3.0","0.0","0.4","3.2","0.0","0.0","1.9"
"Dontrell Hilliard","CLE","2.0","8.7","0.1","0.4","2.9","0.0","0.0","2.2"
"","high","2.0","8.7","0.1","0.4","2.9","0.0","0.0","2.2"
"","low","2.0","8.7","0.1","0.4","2.9","0.0","0.0","2.2"
"C.J. Ham","MIN","1.0","3.9","0.0","0.9","6.5","0.0","0.0","2.1"
"","high","1.0","5.8","0.0","1.0","7.4","0.0","0.0","2.0"
"","low","1.0","2.1","0.0","0.8","5.5","0.0","0.0","2.0"
"Buddy Howell","HOU","3.7","7.8","0.0","0.8","3.1","0.0","0.0","2.0"
"","high","3.7","12.0","0.0","1.3","4.0","0.0","0.0","1.7"
"","low","3.7","3.6","0.0","0.3","2.3","0.0","0.0","1.7"
"Ameer Abdullah","MIN","1.7","6.7","0.0","0.6","3.9","0.0","0.0","2.0"
"","high","2.4","9.5","0.1","1.1","4.8","0.1","0.0","2.2"
"","low","1.0","4.2","0.0","0.3","3.2","0.0","0.0","2.0"
"Trayveon Williams","CIN","2.5","8.5","0.0","0.6","3.5","0.0","0.0","2.0"
"","high","5.2","18.5","0.0","1.7","6.1","0.0","0.0","2.2"
"","low","1.2","5.0","0.0","0.1","0.8","0.0","0.0","1.4"
"Lynn Bowden Jr.","MIA","2.8","8.0","0.0","0.7","2.6","0.0","0.0","2.0"
"","high","2.8","8.7","0.1","1.1","2.9","0.0","0.0","2.1"
"","low","2.8","7.3","0.0","0.4","2.4","0.0","0.0","2.1"
"Reggie Gilliam","BUF","0.8","3.2","0.0","0.6","4.4","0.1","0.0","2.0"
"","high","0.8","3.2","0.0","0.6","4.4","0.1","0.0","2.0"
"","low","0.8","3.2","0.0","0.6","4.4","0.1","0.0","2.0"
"Mike Boone","MIN","1.8","9.5","0.1","0.2","1.5","0.0","0.0","1.9"
"","high","1.8","10.1","0.1","0.3","2.8","0.0","0.0","2.0"
"","low","1.8","9.0","0.1","0.1","0.3","0.0","0.0","1.8"
"Eno Benjamin","ARI","1.9","8.4","0.1","0.2","2.1","0.0","0.0","1.9"
"","high","1.9","8.4","0.1","0.2","2.1","0.0","0.0","1.9"
"","low","1.9","8.4","0.1","0.2","2.1","0.0","0.0","1.9"
"J.J. Taylor","NE","2.3","10.6","0.1","0.1","0.7","0.0","0.0","1.8"
"","high","2.3","10.6","0.1","0.1","0.7","0.0","0.0","1.8"
"","low","2.3","10.6","0.1","0.1","0.7","0.0","0.0","1.8"
"Craig Reynolds","JAC","1.6","7.2","0.1","0.2","2.1","0.0","0.0","1.7"
"","high","1.6","7.2","0.1","0.2","2.1","0.0","0.0","1.7"
"","low","1.6","7.2","0.1","0.2","2.1","0.0","0.0","1.7"
"D'Ernest Johnson","CLE","3.4","7.1","0.0","0.7","2.4","0.0","0.0","1.7"
"","high","3.4","11.0","0.0","1.2","3.6","0.0","0.0","1.3"
"","low","3.4","3.1","0.0","0.3","1.2","0.0","0.0","1.3"
"Artavis Pierce","CHI","1.6","6.3","0.1","0.3","2.2","0.0","0.0","1.7"
"","high","1.6","6.5","0.1","0.5","3.9","0.0","0.0","1.7"
"","low","1.6","6.1","0.1","0.1","0.6","0.0","0.0","1.6"
"Patrick Ricard","BAL","0.1","-0.1","0.0","0.8","4.9","0.1","0.1","1.6"
"","high","0.1","0.3","0.0","1.0","6.6","0.1","0.1","2.0"
"","low","0.1","-0.5","0.0","0.6","3.1","0.1","0.1","1.7"
"Qadree Ollison","ATL","2.4","6.5","0.1","0.5","1.6","0.0","0.0","1.6"
"","high","3.0","8.6","0.1","0.9","2.6","0.0","0.0","1.6"
"","low","1.8","4.5","0.0","0.1","0.6","0.0","0.0","1.6"
"Dwayne Washington","NO","4.5","6.7","0.0","0.7","1.6","0.0","0.0","1.6"
"","high","4.5","12.2","0.0","1.2","1.7","0.0","0.0","1.1"
"","low","4.5","1.3","0.0","0.3","1.5","0.0","0.0","1.1"
"Lamar Miller","CHI","1.6","6.6","0.1","0.2","1.1","0.0","0.0","1.6"
"","high","1.6","6.6","0.1","0.2","1.1","0.0","0.0","1.6"
"","low","1.6","6.6","0.1","0.2","1.1","0.0","0.0","1.6"
"Nathan Cottrell","JAC","0.0","4.7","0.0","0.4","3.9","0.0","0.0","1.5"
