"Player","Team","ATT","YDS","TDS","REC","YDS","TDS","FL","FPTS"
"Artavis Pierce","CHI","0.0","5.3","0.1","0.5","3.4","0.0","0.0","1.5"
"","high","0.0","5.3","0.1","0.5","3.4","0.0","0.0","1.5"
"","low","0.0","5.3","0.1","0.5","3.4","0.0","0.0","1.5"
"Tony Brooks-James","ATL","1.8","6.1","0.1","0.2","1.9","0.0","0.0","1.5"
"","high","1.8","6.1","0.1","0.2","1.9","0.0","0.0","1.5"
"","low","1.8","6.1","0.1","0.2","1.9","0.0","0.0","1.5"
"Lamar Miller","CHI","1.5","6.9","0.1","0.2","0.9","0.0","0.0","1.5"
"","high","1.5","6.9","0.1","0.2","0.9","0.0","0.0","1.5"
"","low","1.5","6.9","0.1","0.2","0.9","0.0","0.0","1.5"
"C.J. Ham","MIN","1.0","3.6","0.0","0.8","5.9","0.0","0.0","1.5"
"","high","1.0","5.8","0.0","1.0","7.4","0.0","0.0","1.2"
"","low","1.0","1.5","0.0","0.6","4.3","0.0","0.0","1.2"
"Dontrell Hilliard","CLE","2.0","6.1","0.1","0.4","2.4","0.0","0.0","1.4"
"","high","2.0","9.0","0.1","0.4","2.8","0.0","0.0","2.0"
"","low","2.0","3.2","0.0","0.3","2.1","0.0","0.0","0.9"
"Mike Weber","GB","1.3","5.6","0.1","0.1","1.3","0.0","0.0","1.3"
"","high","1.3","5.6","0.1","0.1","1.3","0.0","0.0","1.3"
"","low","1.3","5.6","0.1","0.1","1.3","0.0","0.0","1.3"
"Buddy Howell","HOU","3.2","6.7","0.0","0.7","2.4","0.0","0.0","1.3"
"","high","3.2","10.3","0.0","1.2","3.3","0.0","0.0","1.0"
"","low","3.2","3.2","0.0","0.3","1.4","0.0","0.0","1.0"
"Qadree Ollison","ATL","1.8","6.0","0.1","0.1","0.7","0.0","0.0","1.3"
"","high","1.8","6.0","0.1","0.1","0.7","0.0","0.0","1.3"
"","low","1.8","6.0","0.1","0.1","0.7","0.0","0.0","1.3"
"Elijhaa Penny","NYG","3.1","6.6","0.0","0.5","2.8","0.0","0.0","1.3"
"","high","3.1","10.1","0.0","0.7","2.9","0.0","0.0","1.1"
"","low","3.1","3.1","0.0","0.3","2.7","0.0","0.0","1.1"
"D'Ernest Johnson","CLE","2.7","7.3","0.0","0.5","2.3","0.0","0.0","1.2"
"","high","3.2","10.3","0.0","1.2","3.3","0.0","0.0","1.4"
"","low","2.1","1.3","0.0","0.1","0.9","0.0","0.0","0.8"
"Rico Dowdle","DAL","0.0","6.5","0.0","0.3","1.6","0.0","0.0","1.2"
"","high","0.0","6.5","0.0","0.3","1.6","0.0","0.0","1.2"
"","low","0.0","6.5","0.0","0.3","1.6","0.0","0.0","1.2"
"Nathan Cottrell","JAC","0.0","2.6","0.0","0.4","4.3","0.0","0.0","1.1"
"","high","0.0","2.6","0.0","0.4","4.3","0.0","0.0","1.1"
"","low","0.0","2.6","0.0","0.4","4.3","0.0","0.0","1.1"
"Xavier Jones","LAR","0.0","2.7","0.0","0.3","3.2","0.0","0.0","1.0"
"","high","0.0","2.7","0.0","0.3","3.2","0.0","0.0","1.0"
"","low","0.0","2.7","0.0","0.3","3.2","0.0","0.0","1.0"
"Darwin Thompson","KC","0.0","3.9","0.0","0.3","1.1","0.0","0.0","0.9"
"","high","0.0","3.9","0.0","0.3","1.1","0.0","0.0","0.9"
"","low","0.0","3.9","0.0","0.3","1.1","0.0","0.0","0.9"
"Taiwan Jones","BUF","0.0","0.8","0.0","0.3","3.9","0.0","0.0","0.8"
"","high","0.0","0.8","0.0","0.3","3.9","0.0","0.0","0.8"
"","low","0.0","0.8","0.0","0.3","3.9","0.0","0.0","0.8"
"Anthony Sherman","KC","0.4","0.4","0.0","0.4","2.6","0.1","0.0","0.8"
"","high","0.4","0.7","0.0","0.5","4.6","0.1","0.0","1.3"
"","low","0.4","0.0","0.0","0.2","0.6","0.0","0.0","0.3"
"Gabe Nabers","LAC","0.2","0.5","0.0","0.3","1.8","0.1","0.0","0.8"
"","high","0.2","0.9","0.0","0.4","2.3","0.1","0.0","1.0"
"","low","0.2","0.0","0.0","0.2","1.3","0.0","0.0","0.6"
"Keith Smith","ATL","0.0","1.1","0.0","0.4","2.4","0.0","0.0","0.7"
"","high","0.0","1.1","0.0","0.4","2.4","0.0","0.0","0.7"
"","low","0.0","1.1","0.0","0.4","2.4","0.0","0.0","0.7"
"Alex Armah","CAR","0.0","2.1","0.0","0.3","1.2","0.0","0.0","0.7"
"","high","0.0","2.1","0.0","0.3","1.2","0.0","0.0","0.7"
"","low","0.0","2.1","0.0","0.3","1.2","0.0","0.0","0.7"
"Andy Janovich","CLE","0.0","0.7","0.0","0.3","2.1","0.0","0.0","0.6"
"","high","0.0","0.7","0.0","0.3","2.1","0.0","0.0","0.6"
"","low","0.0","0.7","0.0","0.3","2.1","0.0","0.0","0.6"
"Dwayne Washington","NO","0.0","1.7","0.0","0.3","2.1","0.0","0.0","0.6"
"","high","0.0","1.7","0.0","0.3","2.1","0.0","0.0","0.6"
"","low","0.0","1.7","0.0","0.3","2.1","0.0","0.0","0.6"
"Patrick Ricard","BAL","0.0","0.0","0.0","0.5","2.3","0.0","0.0","0.5"
"","high","0.0","0.0","0.0","0.5","2.3","0.0","0.0","0.5"
"","low","0.0","0.0","0.0","0.5","2.3","0.0","0.0","0.5"
"Nick Bellore","SEA","0.0","0.6","0.0","0.3","1.8","0.0","0.0","0.5"
"","high","0.0","0.6","0.0","0.3","1.8","0.0","0.0","0.5"
"","low","0.0","0.6","0.0","0.3","1.8","0.0","0.0","0.5"
"Chandler Cox","MIA","0.0","0.3","0.0","0.3","1.8","0.0","0.0","0.5"
"","high","0.0","0.3","0.0","0.3","1.8","0.0","0.0","0.5"
"","low","0.0","0.3","0.0","0.3","1.8","0.0","0.0","0.5"
"Khari Blasingame","TEN","0.0","0.0","0.0","0.3","1.8","0.0","0.0","0.4"
"","high","0.0","0.0","0.0","0.3","1.8","0.0","0.0","0.4"
"","low","0.0","0.0","0.0","0.3","1.8","0.0","0.0","0.4"
"Michael Burton","NO","0.0","0.8","0.0","0.2","0.2","0.0","0.0","0.3"
"","high","0.0","0.8","0.0","0.2","0.2","0.0","0.0","0.3"
"","low","0.0","0.8","0.0","0.2","0.2","0.0","0.0","0.3"
"Derek Watt","PIT","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"","high","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"","low","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"T.J. Yeldon","BUF","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"","high","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"","low","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
""
""
