"Player","Team","ATT","YDS","TDS","REC","YDS","TDS","FL","FPTS"
"","low","0.2","0.1","0.0","0.1","0.5","0.0","0.0","0.3"
"Nick Bellore","SEA","0.1","0.3","0.0","0.1","0.8","0.0","0.0","0.3"
"","high","0.1","0.8","0.0","0.2","1.4","0.0","0.0","0.4"
"","low","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.2"
"Kenjon Barner","TB","0.3","1.0","0.0","0.1","0.2","0.0","0.0","0.2"
"","high","0.3","1.0","0.0","0.1","0.2","0.0","0.0","0.2"
"","low","0.3","1.0","0.0","0.1","0.2","0.0","0.0","0.2"
"J.J. Taylor","NE","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"","high","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"","low","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Dwayne Washington","NO","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"","high","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"","low","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"LeVante Bellamy","DEN","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"","high","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.1"
"","low","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.1"
"Bruce Miller","JAC","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"","high","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"","low","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Jason Cabinda","DET","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"","high","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.1"
"","low","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.1"
""
""
