"Player","Team","REC","YDS","TDS","ATT","YDS","TDS","FL","FPTS"
"Malik Taylor","GB","1.3","15.7","0.1","0.0","0.1","0.0","0.0","3.2"
"","high","2.8","34.0","0.1","0.1","0.3","0.0","0.0","5.5"
"","low","0.6","6.6","0.0","0.0","0.0","0.0","0.0","2.2"
"Jason Moore","LAC","1.3","15.4","0.1","0.0","0.2","0.0","0.0","3.2"
"","high","1.7","19.0","0.1","0.1","0.3","0.0","0.0","4.1"
"","low","1.0","11.8","0.0","0.0","0.0","0.0","0.0","4.1"
"Antonio Callaway","MIA","1.4","18.4","0.0","0.0","0.1","0.0","0.0","3.2"
"","high","1.4","18.4","0.0","0.0","0.1","0.0","0.0","0.0"
"","low","1.4","18.4","0.0","0.0","0.1","0.0","0.0","0.0"
"Cam Sims","WAS","1.2","15.5","0.1","0.0","0.1","0.0","0.0","3.1"
"","high","2.2","30.5","0.1","0.1","0.5","0.0","0.0","3.9"
"","low","0.1","1.0","0.0","0.0","0.0","0.0","0.0","1.4"
"Freddie Swain","SEA","1.2","14.3","0.1","0.0","0.1","0.0","0.0","3.1"
"","high","1.7","22.5","0.2","0.1","0.3","0.0","0.0","3.5"
"","low","0.7","7.4","0.0","0.0","0.0","0.0","0.0","2.2"
"Juwan Johnson","NO","1.4","16.5","0.0","0.1","0.4","0.0","0.0","3.1"
"","high","1.4","16.5","0.0","0.1","0.4","0.0","0.0","0.0"
"","low","1.4","16.5","0.0","0.1","0.4","0.0","0.0","0.0"
"Reggie Begelton","GB","1.1","13.0","0.1","0.0","0.0","0.0","0.0","3.0"
"","high","1.1","13.0","0.1","0.0","0.0","0.0","0.0","2.7"
"","low","1.1","13.0","0.1","0.0","0.0","0.0","0.0","2.7"
"Austin Mack","NYG","1.2","14.3","0.0","0.1","0.4","0.0","0.0","2.9"
"","high","2.0","23.1","0.1","0.1","0.6","0.0","0.0","3.2"
"","low","0.4","4.6","0.0","0.1","0.1","0.0","0.0","1.8"
"Zay Jones","LV","1.3","13.5","0.0","0.0","0.0","0.0","0.0","2.8"
"","high","1.8","18.9","0.1","0.0","0.0","0.0","0.0","3.9"
"","low","0.2","3.8","0.0","0.0","0.0","0.0","0.0","1.7"
"Seth Roberts","GB","1.0","12.0","0.1","0.0","0.0","0.0","0.0","2.8"
"","high","1.0","12.0","0.1","0.0","0.0","0.0","0.0","2.5"
"","low","1.0","12.0","0.1","0.0","0.0","0.0","0.0","2.5"
"Kirk Merritt","MIA","1.1","13.4","0.0","0.0","0.4","0.0","0.0","2.7"
"","high","1.2","15.0","0.1","0.0","0.5","0.0","0.0","2.8"
"","low","1.0","11.8","0.0","0.0","0.3","0.0","0.0","2.8"
"Antonio Gandy-Golden","WAS","1.0","12.2","0.0","0.2","0.9","0.0","0.0","2.6"
"","high","1.7","20.3","0.1","0.3","1.4","0.0","0.0","4.0"
"","low","0.6","7.0","0.0","0.0","0.2","0.0","0.0","2.1"
"K.J. Hill","LAC","1.1","13.0","0.0","0.0","0.2","0.0","0.0","2.6"
"","high","1.8","21.0","0.1","0.1","0.3","0.0","0.0","3.9"
"","low","0.4","6.1","0.0","0.0","0.0","0.0","0.0","1.9"
"Noah Brown","DAL","1.2","12.5","0.0","0.0","0.0","0.0","0.0","2.6"
"","high","1.8","18.4","0.1","0.0","0.0","0.0","0.0","2.6"
"","low","0.8","9.5","0.0","0.0","0.0","0.0","0.0","2.4"
"Isaiah Zuber","NE","0.9","11.3","0.1","0.2","0.9","0.0","0.0","2.4"
"","high","2.0","23.1","0.1","0.4","1.0","0.0","0.0","2.0"
"","low","0.3","4.0","0.0","0.1","0.6","0.0","0.0","1.9"
"Brandon Powell","ATL","1.0","12.0","0.0","0.0","0.3","0.0","0.0","2.4"
"","high","1.8","20.9","0.1","0.1","0.5","0.0","0.0","2.5"
"","low","0.6","7.0","0.0","0.0","0.0","0.0","0.0","1.8"
"Nick Westbrook-Ikhine","TEN","1.1","12.6","0.0","0.0","0.3","0.0","0.0","2.4"
"","high","1.6","19.2","0.0","0.1","0.5","0.0","0.0","1.9"
"","low","0.6","6.0","0.0","0.0","0.0","0.0","0.0","1.9"
"Joe Reed","LAC","0.7","10.6","0.0","0.2","1.1","0.0","0.0","2.4"
"","high","1.4","17.8","0.1","0.3","1.6","0.1","0.0","3.1"
"","low","0.4","6.2","0.0","0.1","0.3","0.0","0.0","1.8"
"John Ursua","SEA","0.7","10.5","0.1","0.0","0.2","0.0","0.0","2.4"
"","high","0.7","10.5","0.1","0.0","0.2","0.0","0.0","2.4"
"","low","0.7","10.5","0.1","0.0","0.2","0.0","0.0","2.4"
"DeMichael Harris","IND","1.0","12.1","0.0","0.1","0.3","0.0","0.0","2.3"
"","high","1.0","12.4","0.0","0.1","0.3","0.0","0.0","2.4"
"","low","0.9","11.9","0.0","0.1","0.3","0.0","0.0","2.4"
"Collin Johnson","JAC","0.9","11.7","0.0","0.0","0.1","0.0","0.0","2.3"
"","high","1.4","19.7","0.1","0.1","0.3","0.0","0.0","2.3"
"","low","0.6","7.7","0.0","0.0","0.0","0.0","0.0","2.0"
"Cam Batson","TEN","0.9","9.6","0.1","0.2","0.7","0.0","0.0","2.3"
"","high","1.8","17.0","0.1","0.3","1.0","0.0","0.0","3.3"
"","low","0.1","1.0","0.0","0.0","0.0","0.0","0.0","1.8"
"Ray-Ray McCloud","PIT","0.8","9.5","0.0","0.2","1.1","0.0","0.0","2.1"
"","high","1.9","22.4","0.1","0.4","2.3","0.0","0.0","2.3"
"","low","0.3","3.0","0.0","0.0","0.0","0.0","0.0","1.2"
"Daurice Fountain","IND","0.9","10.1","0.0","0.0","0.2","0.0","0.0","2.1"
"","high","1.4","16.0","0.1","0.1","0.4","0.0","0.0","2.7"
"","low","0.0","1.4","0.0","0.0","0.0","0.0","0.0","1.1"
"Jake Kumerow","BUF","0.7","11.8","0.0","0.0","0.0","0.0","0.0","2.0"
"","high","1.0","15.7","0.0","0.0","0.0","0.0","0.0","1.8"
"","low","0.5","7.8","0.0","0.0","0.0","0.0","0.0","1.8"
"Josh Malone","NYJ","1.0","7.0","0.0","0.2","1.0","0.0","0.0","1.8"
"","high","1.0","7.0","0.0","0.2","1.0","0.0","0.0","2.1"
"","low","1.0","7.0","0.0","0.2","1.0","0.0","0.0","2.1"
"Marcus Kemp","KC","0.8","9.4","0.0","0.0","0.2","0.0","0.0","1.8"
"","high","1.5","17.8","0.0","0.1","0.5","0.0","0.0","0.9"
"","low","0.1","1.0","0.0","0.0","0.0","0.0","0.0","0.9"
"Chris Finke","SF","0.8","9.9","0.0","0.0","0.2","0.0","0.0","1.7"
"","high","0.8","9.9","0.0","0.0","0.2","0.0","0.0","0.0"
"","low","0.8","9.9","0.0","0.0","0.2","0.0","0.0","0.0"
"Mack Hollins","MIA","0.7","9.3","0.0","0.0","0.0","0.0","0.0","1.7"
"","high","1.7","22.0","0.0","0.0","0.1","0.0","0.0","2.0"
"","low","0.0","1.6","0.0","0.0","0.0","0.0","0.0","0.9"
"Jaydon Mickens","TB","0.6","7.5","0.0","0.0","0.1","0.0","0.0","1.6"
"","high","1.1","14.3","0.1","0.0","0.3","0.0","0.0","2.9"
"","low","0.2","2.0","0.0","0.0","0.0","0.0","0.0","1.1"
"Austin Carr","NO","0.8","8.0","0.0","0.0","0.0","0.0","0.0","1.6"
"","high","0.8","8.0","0.0","0.0","0.0","0.0","0.0","0.0"
"","low","0.8","8.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Justin Watson","TB","0.5","8.5","0.0","0.0","0.1","0.0","0.0","1.5"
"","high","0.8","10.5","0.0","0.0","0.2","0.0","0.0","1.4"
"","low","0.2","6.5","0.0","0.0","0.0","0.0","0.0","1.4"
"Matthew Slater","NE","0.5","7.5","0.0","0.0","0.3","0.0","0.0","1.5"
"","high","0.9","12.2","0.1","0.0","0.3","0.0","0.0","2.0"
"","low","0.1","2.9","0.0","0.0","0.3","0.0","0.0","0.9"
"Pharoh Cooper","CAR","0.7","6.6","0.0","0.0","0.2","0.0","0.0","1.4"
"","high","2.0","17.2","0.0","0.1","0.4","0.0","0.0","1.1"
"","low","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.9"
"Brandon Zylstra","CAR","0.6","6.8","0.0","0.0","0.1","0.0","0.0","1.3"
"","high","0.9","10.5","0.0","0.0","0.3","0.0","0.0","1.6"
"","low","0.3","3.5","0.0","0.0","0.0","0.0","0.0","1.0"
"Dwayne Harris","CHI","0.4","6.3","0.0","0.0","0.2","0.0","0.0","1.1"
"","high","0.6","7.8","0.0","0.0","0.2","0.0","0.0","1.0"
"","low","0.3","4.7","0.0","0.0","0.1","0.0","0.0","1.0"
"Riley Ridley","CHI","0.4","5.1","0.0","0.0","0.0","0.0","0.0","1.1"
"","high","0.8","9.0","0.1","0.0","0.0","0.0","0.0","1.6"
"","low","0.1","1.0","0.0","0.0","0.0","0.0","0.0","1.1"
"James Proche","BAL","0.5","6.1","0.0","0.0","0.2","0.0","0.0","1.1"
"","high","1.2","15.3","0.0","0.0","0.3","0.0","0.0","0.8"
"","low","0.1","1.0","0.0","0.0","0.0","0.0","0.0","0.6"
"Gehrig Dieter","KC","0.3","5.5","0.0","0.0","0.2","0.0","0.0","1.1"
"","high","0.3","5.5","0.0","0.0","0.2","0.0","0.0","1.1"
"","low","0.3","5.5","0.0","0.0","0.2","0.0","0.0","1.1"
"Tyrie Cleveland","DEN","0.4","5.5","0.0","0.0","0.1","0.0","0.0","1.0"
"","high","0.5","6.0","0.0","0.0","0.2","0.0","0.0","1.2"
"","low","0.3","4.5","0.0","0.0","0.0","0.0","0.0","1.1"
"Keelan Doss","LV","0.4","4.0","0.0","0.0","0.0","0.0","0.0","0.8"
"","high","0.4","4.0","0.0","0.0","0.0","0.0","0.0","0.9"
"","low","0.4","4.0","0.0","0.0","0.0","0.0","0.0","0.9"
"Andre Roberts","BUF","0.2","2.9","0.0","0.2","0.8","0.0","0.0","0.6"
"","high","0.4","4.0","0.0","0.3","1.2","0.0","0.0","1.1"
"","low","0.1","1.1","0.0","0.0","0.0","0.0","0.0","0.9"
"Dan Chisena","MIN","0.2","3.2","0.0","0.0","0.1","0.0","0.0","0.5"
"","high","0.3","6.4","0.0","0.0","0.2","0.0","0.0","0.9"
"","low","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.2"
"Penny Hart","SEA","0.2","2.7","0.0","0.0","0.1","0.0","0.0","0.5"
"","high","0.2","3.5","0.0","0.0","0.2","0.0","0.0","0.6"
"","low","0.2","2.0","0.0","0.0","0.0","0.0","0.0","0.4"
"K.J. Osborn","MIN","0.1","2.8","0.0","0.0","0.1","0.0","0.0","0.5"
"","high","0.3","5.5","0.0","0.0","0.3","0.0","0.0","0.8"
"","low","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.2"
"DeAndre Carter","HOU","0.2","2.4","0.0","0.0","0.2","0.0","0.0","0.5"
"","high","0.4","6.0","0.0","0.0","0.6","0.0","0.0","1.0"
"","low","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.2"
"Trent Sherfield","ARI","0.1","2.2","0.0","0.0","0.0","0.0","0.0","0.4"
"","high","0.2","3.6","0.0","0.0","0.1","0.0","0.0","0.6"
"","low","0.1","1.0","0.0","0.0","0.0","0.0","0.0","0.3"
"Malik Turner","DAL","0.1","2.0","0.0","0.0","0.0","0.0","0.0","0.3"
"","high","0.1","2.0","0.0","0.0","0.0","0.0","0.0","0.3"
"","low","0.1","2.0","0.0","0.0","0.0","0.0","0.0","0.3"
"Diontae Spencer","DEN","0.1","1.0","0.0","0.0","0.0","0.0","0.0","0.2"
"","high","0.1","1.0","0.0","0.0","0.0","0.0","0.0","0.2"
"","low","0.1","1.0","0.0","0.0","0.0","0.0","0.0","0.2"
"Dante Pettis","NYG","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.1"
"","high","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.1"
"","low","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.1"
"Johnny Holton","NYG","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"","high","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.1"
"","low","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.1"
"Keke Coutee","HOU","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"","high","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"","low","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
""
""
