"Player","Team","ATT","YDS","TDS","REC","YDS","TDS","FL","FPTS"
"","low","14.2","77.1","0.5","1.0","8.1","0.0","0.2","12.3"
"Ezekiel Elliott","DAL","18.7","77.7","0.4","2.6","19.9","0.1","0.2","12.5"
"","high","19.6","84.4","0.5","2.8","23.4","0.1","0.1","13.7"
"","low","17.8","65.8","0.3","2.2","15.8","0.1","0.3","12.0"
"David Montgomery","CHI","15.8","66.8","0.5","2.7","22.7","0.1","0.1","12.3"
"","high","17.9","80.1","0.6","3.4","27.5","0.2","0.1","13.9"
"","low","14.0","56.5","0.4","2.4","18.9","0.1","0.2","10.5"
"Ronald Jones II","TB","14.2","63.4","0.5","1.9","15.3","0.1","0.1","11.2"
"","high","15.1","67.2","0.7","2.2","19.7","0.1","0.0","11.8"
"","low","12.7","59.3","0.4","1.5","10.3","0.0","0.2","11.0"
"Raheem Mostert","SF","13.1","63.0","0.5","1.8","14.7","0.1","0.1","10.9"
"","high","15.6","75.5","0.6","2.4","17.0","0.1","0.1","13.0"
"","low","10.7","49.0","0.3","1.3","10.9","0.1","0.2","8.3"
"Myles Gaskin","MIA","13.5","59.0","0.4","3.0","25.4","0.1","0.2","10.8"
"","high","15.5","68.6","0.5","3.1","30.6","0.1","0.1","12.6"
"","low","12.2","51.4","0.2","2.9","22.0","0.0","0.2","9.3"
"Jonathan Taylor","IND","13.0","53.1","0.5","2.3","20.5","0.1","0.1","10.5"
"","high","15.3","64.7","0.6","3.2","28.8","0.1","0.1","11.2"
"","low","11.8","45.4","0.4","1.9","16.4","0.1","0.1","9.0"
"Wayne Gallman","NYG","12.6","57.1","0.5","2.1","13.3","0.1","0.1","10.3"
"","high","13.5","61.5","0.7","3.3","18.5","0.1","0.1","11.0"
"","low","11.6","54.0","0.4","1.7","9.5","0.0","0.2","9.4"
"Kenyan Drake","ARI","13.9","58.5","0.5","2.0","14.9","0.1","0.1","10.3"
"","high","16.1","72.7","0.6","3.0","22.1","0.1","0.1","12.5"
"","low","11.4","45.2","0.3","1.2","8.5","0.0","0.1","8.7"
"Melvin Gordon III","DEN","12.9","57.4","0.4","2.2","15.5","0.1","0.2","10.1"
"","high","15.2","63.2","0.5","3.5","23.3","0.1","0.1","11.4"
"","low","11.4","55.1","0.3","1.8","11.3","0.1","0.2","8.8"
"D'Andre Swift","DET","9.4","43.8","0.3","3.1","27.5","0.1","0.1","9.9"
"","high","12.6","54.4","0.4","3.8","40.9","0.2","0.0","12.4"
"","low","6.5","29.7","0.2","1.8","15.1","0.1","0.1","6.6"
"J.K. Dobbins","BAL","10.4","60.5","0.3","2.1","16.0","0.0","0.1","9.5"
"","high","12.5","90.3","0.4","2.8","24.5","0.1","0.0","10.4"
"","low","8.0","40.2","0.0","1.7","13.0","0.0","0.1","7.4"
"Clyde Edwards-Helaire","KC","11.9","50.7","0.3","2.3","19.5","0.1","0.0","9.4"
"","high","14.8","61.6","0.4","3.0","23.4","0.1","0.0","10.1"
"","low","9.6","45.5","0.2","1.8","14.7","0.0","0.1","8.3"
"Miles Sanders","PHI","12.4","57.2","0.2","2.3","19.6","0.1","0.1","9.3"
"","high","14.3","62.1","0.3","2.8","26.2","0.1","0.1","9.5"
"","low","10.4","51.2","0.1","1.8","14.2","0.0","0.2","9.1"
"Todd Gurley II","ATL","13.1","51.1","0.4","1.8","11.9","0.1","0.1","9.2"
"","high","14.9","62.1","0.7","3.2","18.2","0.1","0.1","10.6"
"","low","10.6","44.3","0.0","1.3","9.1","0.0","0.1","8.8"
"James Conner","PIT","12.2","52.9","0.3","2.7","16.4","0.0","0.1","9.1"
"","high","15.9","70.6","0.5","4.3","18.7","0.1","0.1","12.5"
"","low","10.1","42.2","0.1","1.8","11.0","0.0","0.1","7.1"
"David Johnson","HOU","12.9","47.2","0.3","2.3","22.6","0.1","0.1","9.1"
"","high","14.0","54.1","0.4","3.4","30.6","0.2","0.0","10.0"
"","low","11.6","40.1","0.2","1.8","19.1","0.1","0.2","8.0"
"Cam Akers","LAR","12.4","53.7","0.4","1.2","9.3","0.1","0.1","8.9"
"","high","13.9","62.0","0.5","2.8","17.1","0.1","0.0","9.9"
"","low","10.0","43.8","0.2","0.6","4.3","0.0","0.1","7.1"
"Kareem Hunt","CLE","10.8","46.4","0.3","2.3","18.2","0.1","0.0","8.9"
"","high","12.0","53.0","0.3","2.9","22.1","0.2","0.0","9.5"
"","low","9.5","38.2","0.2","1.8","13.7","0.1","0.1","7.4"
"Nyheim Hines","IND","6.5","25.7","0.3","3.7","30.8","0.2","0.0","8.4"
"","high","7.4","29.6","0.3","3.9","33.6","0.3","0.0","9.1"
"","low","5.7","22.8","0.2","3.4","27.4","0.1","0.1","8.1"
"Damien Harris","NE","14.0","61.5","0.3","0.6","4.3","0.0","0.1","8.2"
"","high","15.8","79.7","0.3","1.0","6.6","0.0","0.0","9.0"
"","low","11.5","51.7","0.1","0.2","1.9","0.0","0.2","7.4"
"Giovani Bernard","CIN","9.9","34.8","0.2","2.6","22.1","0.1","0.0","7.6"
"","high","12.8","54.5","0.4","3.4","34.3","0.1","0.0","10.6"
"","low","8.6","14.5","0.1","1.8","16.5","0.1","0.1","4.1"
"Devin Singletary","BUF","9.3","44.5","0.2","2.4","17.5","0.1","0.1","7.5"
"","high","11.1","58.6","0.3","3.1","21.3","0.1","0.1","9.3"
"","low","7.6","33.5","0.1","1.8","14.0","0.0","0.1","6.5"
"Latavius Murray","NO","11.7","45.5","0.3","1.3","9.3","0.0","0.0","7.3"
"","high","12.9","54.1","0.4","2.2","14.0","0.0","0.0","7.6"
"","low","10.1","41.1","0.2","1.0","7.4","0.0","0.1","6.5"
"Josh Jacobs","LV","11.7","41.6","0.3","1.7","10.9","0.0","0.1","7.3"
"","high","16.7","65.6","0.7","2.2","17.2","0.1","0.1","12.7"
"","low","8.5","29.4","0.0","1.1","7.5","0.0","0.1","5.3"
"Antonio Gibson","WAS","7.8","36.4","0.3","2.2","14.2","0.0","0.1","7.0"
"","high","13.1","55.8","0.6","3.0","22.7","0.1","0.0","11.8"
"","low","4.8","20.8","0.0","1.4","7.4","0.0","0.1","5.2"
"Devontae Booker","LV","8.4","38.9","0.3","1.7","13.5","0.0","0.1","7.0"
"","high","9.5","46.3","0.4","2.6","23.8","0.1","0.0","8.7"
"","low","6.6","28.3","0.2","1.0","7.9","0.0","0.1","4.9"
"Chase Edmonds","ARI","6.5","29.6","0.1","3.3","25.3","0.1","0.0","7.0"
"","high","7.4","37.8","0.2","3.7","27.6","0.2","0.0","7.5"
"","low","5.9","24.5","0.1","3.0","22.9","0.0","0.1","6.6"
"Ty Johnson","NYJ","9.2","43.9","0.2","1.8","12.4","0.0","0.1","6.9"
"","high","11.9","69.2","0.3","2.4","20.4","0.1","0.0","7.7"
"","low","6.6","29.1","0.1","1.3","5.0","0.0","0.1","5.5"
"J.D. McKissic","WAS","5.2","22.8","0.1","4.4","33.3","0.1","0.1","6.8"
"","high","7.4","31.1","0.2","5.8","39.6","0.2","0.0","8.3"
"","low","3.7","16.3","0.1","3.8","25.1","0.1","0.2","6.0"
"Zack Moss","BUF","9.9","37.5","0.3","1.5","10.5","0.1","0.1","6.6"
"","high","12.6","51.3","0.3","2.8","15.8","0.1","0.0","7.1"
"","low","8.4","29.9","0.2","0.6","5.0","0.0","0.1","5.4"
"Jamaal Williams","GB","8.9","32.9","0.2","2.3","16.3","0.1","0.0","6.6"
"","high","10.4","40.5","0.3","3.7","20.1","0.1","0.0","7.8"
"","low","7.7","22.7","0.1","1.6","11.8","0.0","0.1","4.8"
"Leonard Fournette","TB","9.1","31.3","0.2","2.4","16.8","0.1","0.0","6.4"
"","high","15.6","49.2","0.3","3.0","19.1","0.1","0.0","7.0"
"","low","6.5","25.0","0.1","1.8","12.4","0.0","0.1","5.6"
"Phillip Lindsay","DEN","10.8","45.8","0.2","1.4","7.3","0.0","0.0","6.3"
"","high","11.8","52.2","0.3","2.6","9.4","0.1","0.0","7.5"
"","low","9.7","27.8","0.0","0.6","4.4","0.0","0.1","4.1"
"Adrian Peterson","DET","11.0","39.2","0.2","0.8","6.0","0.0","0.1","6.0"
"","high","15.7","58.9","0.4","1.7","9.8","0.0","0.0","7.1"
"","low","8.7","21.7","0.1","0.3","2.2","0.0","0.1","3.8"
"Duke Johnson Jr.","HOU","4.9","20.6","0.1","3.1","27.1","0.1","0.1","5.8"
"","high","6.4","25.2","0.2","3.6","31.4","0.2","0.0","6.7"
"","low","2.5","10.1","0.0","2.2","18.1","0.0","0.1","5.2"
"Darrell Henderson","LAR","8.1","33.3","0.2","1.2","9.8","0.0","0.0","5.7"
"","high","10.1","48.4","0.3","1.8","13.1","0.1","0.0","6.5"
"","low","6.5","21.3","0.0","0.7","6.8","0.0","0.1","4.1"
"Le'Veon Bell","KC","8.9","32.8","0.1","1.9","12.9","0.0","0.1","5.5"
"","high","13.0","43.9","0.2","3.9","21.2","0.1","0.0","6.0"
"","low","6.2","24.4","0.0","1.2","9.4","0.0","0.1","4.5"
"Cordarrelle Patterson","CHI","5.9","28.0","0.2","1.4","12.9","0.1","0.0","5.4"
"","high","6.7","33.0","0.2","1.5","14.6","0.1","0.0","6.2"
"","low","5.0","23.1","0.2","1.2","11.2","0.1","0.0","4.6"
"Tony Pollard","DAL","7.6","34.9","0.1","1.6","9.9","0.0","0.1","5.4"
"","high","9.5","45.5","0.2","2.7","12.4","0.1","0.0","6.4"
"","low","5.8","25.4","0.0","1.2","7.9","0.0","0.1","4.7"
"Frank Gore","NYJ","8.5","34.6","0.2","1.2","7.7","0.0","0.0","5.3"
"","high","13.7","55.3","0.4","1.7","12.6","0.1","0.0","9.2"
"","low","5.5","15.3","0.0","0.5","3.7","0.0","0.1","2.6"
"Justin Jackson","LAC","7.4","30.7","0.2","0.9","6.4","0.0","0.0","5.1"
"","high","7.4","30.7","0.2","0.9","6.4","0.0","0.0","5.1"
"","low","7.4","30.7","0.2","0.9","6.4","0.0","0.0","5.1"
"Kalen Ballage","LAC","7.4","26.6","0.2","2.1","14.1","0.0","0.1","5.1"
"","high","11.7","35.9","0.3","3.2","21.4","0.1","0.0","6.9"
"","low","2.7","10.6","0.0","0.4","2.6","0.0","0.1","1.8"
"Benny Snell Jr.","PIT","8.1","34.2","0.2","1.1","4.5","0.0","0.1","5.0"
"","high","14.6","55.1","0.5","2.7","7.9","0.0","0.0","9.1"
"","low","3.5","14.4","0.0","0.3","1.8","0.0","0.2","2.6"
"Mike Davis","CAR","7.1","24.7","0.1","2.3","13.9","0.1","0.0","4.9"
"","high","10.0","39.6","0.3","3.5","23.5","0.2","0.0","9.2"
"","low","1.6","6.4","0.0","1.4","9.0","0.0","0.1","2.0"
"James White","NE","3.8","12.8","0.1","3.6","27.5","0.1","0.0","4.9"
"","high","4.8","18.6","0.2","5.2","42.0","0.1","0.0","5.6"
"","low","1.9","6.8","0.0","2.8","21.4","0.0","0.1","3.7"
"Carlos Hyde","SEA","8.0","29.8","0.2","1.5","8.5","0.0","0.1","4.9"
"","high","14.3","50.9","0.3","2.5","10.9","0.1","0.0","5.6"
"","low","4.2","15.9","0.0","0.9","4.8","0.0","0.1","4.0"
"Jeff Wilson Jr.","SF","7.2","27.5","0.2","1.3","8.7","0.1","0.1","4.7"
"","high","7.9","30.3","0.3","2.2","13.5","0.1","0.1","6.0"
"","low","6.5","21.5","0.0","0.5","5.2","0.0","0.2","4.0"
"Gus Edwards","BAL","7.5","35.1","0.1","0.7","3.8","0.0","0.1","4.6"
"","high","10.6","53.0","0.2","1.3","5.1","0.0","0.0","5.4"
"","low","4.4","19.0","0.0","0.3","3.1","0.0","0.1","3.4"
"Ito Smith","ATL","6.2","25.7","0.1","1.5","9.0","0.0","0.0","4.5"
"","high","7.4","29.5","0.2","2.7","15.1","0.1","0.0","5.1"
"","low","4.8","21.2","0.0","0.7","3.1","0.0","0.1","3.6"
"Peyton Barber","WAS","9.7","31.4","0.2","0.8","3.5","0.0","0.1","4.5"
"","high","14.6","49.3","0.3","2.5","7.6","0.0","0.0","5.3"
"","low","4.4","15.4","0.0","0.3","1.7","0.0","0.1","2.8"
"Jordan Wilkins","IND","6.1","28.2","0.2","1.0","6.5","0.0","0.0","4.4"
"","high","9.0","38.8","0.2","1.4","10.9","0.1","0.0","5.4"
"","low","4.9","21.7","0.0","0.5","3.6","0.0","0.1","4.2"
"Malcolm Brown","LAR","5.9","22.9","0.2","1.4","10.4","0.0","0.0","4.3"
"","high","9.5","38.5","0.3","1.8","12.4","0.1","0.0","5.9"
"","low","3.3","13.5","0.0","1.1","7.8","0.0","0.1","3.2"
"Brian Hill","ATL","6.2","28.8","0.1","1.1","7.0","0.0","0.1","4.3"
"","high","8.8","42.1","0.2","1.7","10.4","0.0","0.0","6.5"
"","low","4.5","20.6","0.0","0.7","4.6","0.0","0.1","3.3"
"Mark Ingram II","BAL","6.3","24.5","0.1","1.0","6.7","0.0","0.1","4.0"
"","high","10.0","34.9","0.3","2.1","10.3","0.1","0.0","5.1"
"","low","4.0","18.8","0.0","0.6","4.7","0.0","0.1","3.5"
"Kerryon Johnson","DET","5.3","20.7","0.1","1.5","11.3","0.0","0.1","3.8"
"","high","9.7","36.9","0.1","2.4","14.6","0.1","0.0","4.4"
"","low","1.8","7.8","0.0","0.8","6.9","0.0","0.1","2.0"
"Sony Michel","NE","7.2","26.6","0.1","0.8","3.5","0.0","0.0","3.8"
"","high","10.1","30.9","0.2","1.2","4.6","0.0","0.0","4.3"
"","low","5.2","20.3","0.0","0.5","2.6","0.0","0.0","3.5"
"DeAndre Washington","MIA","0.0","14.4","0.1","1.6","13.5","0.1","0.0","3.8"
"","high","0.0","14.4","0.1","1.6","13.5","0.1","0.0","3.8"
"","low","0.0","14.4","0.1","1.6","13.5","0.1","0.0","3.8"
"Boston Scott","PHI","3.8","14.9","0.1","1.9","13.6","0.0","0.0","3.3"
"","high","6.0","25.1","0.1","3.6","18.4","0.1","0.0","3.6"
"","low","2.3","8.9","0.0","1.2","10.4","0.0","0.1","2.8"
"Salvon Ahmed","MIA","4.6","19.6","0.1","0.8","5.4","0.0","0.0","3.3"
"","high","6.1","27.8","0.2","1.1","8.7","0.0","0.0","4.4"
"","low","3.8","10.9","0.0","0.5","3.4","0.0","0.1","3.3"
"Matt Breida","MIA","4.6","21.5","0.1","0.9","7.9","0.0","0.1","3.3"
"","high","7.2","33.6","0.1","1.3","11.7","0.0","0.1","5.1"
"","low","2.1","9.4","0.1","0.5","4.0","0.0","0.1","1.7"
"Jerick McKinnon","SF","4.4","13.9","0.1","1.8","12.3","0.1","0.0","3.2"
"","high","7.2","20.6","0.1","2.7","15.7","0.1","0.0","3.7"
"","low","2.9","10.8","0.0","1.0","9.0","0.0","0.1","2.7"
"Alfred Morris","NYG","4.7","21.6","0.1","0.8","3.7","0.0","0.0","3.2"
"","high","6.1","30.1","0.2","1.5","5.4","0.0","0.0","3.6"
"","low","3.5","13.9","0.0","0.5","2.3","0.0","0.0","2.6"
"Devonta Freeman","NYG","3.4","13.7","0.1","1.0","7.4","0.1","0.0","3.1"
"","high","3.6","15.8","0.1","1.1","9.4","0.1","0.0","3.3"
"","low","3.2","10.6","0.1","0.7","5.0","0.0","0.0","2.7"
"Chris Thompson","JAC","2.7","9.8","0.0","1.9","14.6","0.1","0.0","3.0"
"","high","2.7","9.8","0.0","1.9","14.6","0.1","0.0","3.0"
"","low","2.7","9.8","0.0","1.9","14.6","0.1","0.0","3.0"
"Samaje Perine","CIN","5.3","19.1","0.1","0.9","5.6","0.0","0.0","3.0"
"","high","9.7","33.9","0.2","1.8","10.4","0.0","0.0","4.7"
"","low","1.8","7.5","0.0","0.1","0.2","0.0","0.1","1.4"
"Jalen Richard","LV","3.7","13.8","0.1","1.3","10.3","0.0","0.1","2.9"
"","high","5.3","23.2","0.2","2.9","22.1","0.1","0.0","4.0"
"","low","1.3","2.9","0.0","0.8","6.7","0.0","0.1","1.4"
"Tevin Coleman","SF","4.8","17.4","0.1","0.8","6.0","0.0","0.0","2.9"
"","high","8.0","22.7","0.2","1.8","9.5","0.0","0.0","4.1"
"","low","1.3","5.6","0.0","0.4","3.3","0.0","0.1","1.3"
"Josh Adams","NYJ","4.9","19.3","0.1","0.7","2.5","0.0","0.1","2.8"
"","high","7.8","28.5","0.2","2.2","3.6","0.0","0.0","3.7"
"","low","1.6","6.6","0.0","0.1","0.9","0.0","0.1","1.3"
"Jeremy McNichols","TEN","3.1","14.3","0.1","1.0","5.1","0.0","0.0","2.6"
"","high","4.2","21.3","0.1","1.8","7.7","0.1","0.0","3.3"
"","low","2.1","10.0","0.0","0.3","1.4","0.0","0.0","2.0"
"Anthony McFarland Jr.","PIT","3.8","16.2","0.1","0.8","4.4","0.0","0.0","2.5"
"","high","6.9","27.0","0.1","2.0","8.8","0.0","0.0","3.3"
"","low","2.7","11.1","0.0","0.3","2.6","0.0","0.1","1.9"
"Patrick Laird","MIA","3.3","12.1","0.0","2.7","14.3","0.0","0.1","2.5"
"","high","3.3","12.1","0.0","2.7","14.3","0.0","0.1","0.0"
"","low","3.3","12.1","0.0","2.7","14.3","0.0","0.1","0.0"
"Lynn Bowden Jr.","MIA","2.1","8.7","0.0","1.4","12.1","0.1","0.0","2.5"
"","high","5.2","18.6","0.1","1.7","20.2","0.1","0.0","3.1"
"","low","0.2","1.0","0.0","1.0","6.0","0.0","0.0","1.9"
"Joshua Kelley","LAC","5.2","16.3","0.1","1.0","5.5","0.0","0.1","2.5"
"","high","7.7","20.6","0.1","2.3","8.6","0.0","0.0","3.2"
"","low","2.2","8.3","0.0","0.2","1.2","0.0","0.2","1.8"
"Dion Lewis","NYG","2.8","9.3","0.0","1.6","10.5","0.0","0.0","2.4"
"","high","5.1","17.5","0.1","2.2","15.1","0.1","0.0","3.2"
"","low","1.2","5.2","0.0","1.1","8.5","0.0","0.1","1.9"
"Alexander Mattison","MIN","3.3","12.8","0.1","0.5","3.5","0.0","0.0","2.2"
"","high","3.3","13.0","0.1","0.5","4.2","0.0","0.0","2.4"
"","low","3.3","12.5","0.1","0.4","2.9","0.0","0.0","2.1"
"Travis Homer","SEA","0.0","9.2","0.1","1.1","8.0","0.0","0.0","2.2"
"","high","0.0","9.2","0.1","1.1","8.0","0.0","0.0","2.3"
"","low","0.0","9.2","0.1","1.1","8.0","0.0","0.0","2.3"
"Jordan Howard","PHI","4.7","14.8","0.1","0.6","1.9","0.0","0.0","2.2"
"","high","7.2","18.1","0.2","1.2","2.9","0.0","0.0","2.9"
"","low","2.9","10.5","0.0","0.2","0.9","0.0","0.1","1.5"
"DeeJay Dallas","SEA","4.1","11.5","0.1","1.0","5.6","0.0","0.0","2.1"
"","high","6.3","19.6","0.1","1.7","9.2","0.0","0.0","2.5"
"","low","1.9","5.7","0.0","0.2","1.5","0.0","0.0","1.3"
"D'Onta Foreman","TEN","3.1","12.4","0.1","0.8","3.0","0.0","0.0","2.1"
"","high","4.5","14.8","0.1","1.6","4.1","0.1","0.0","2.9"
"","low","1.9","8.1","0.0","0.3","1.8","0.0","0.1","1.2"
"Royce Freeman","DEN","5.1","13.1","0.0","1.2","4.8","0.0","0.0","2.0"
"","high","5.1","15.9","0.1","1.7","5.6","0.0","0.0","2.0"
"","low","5.1","10.3","0.0","0.7","4.0","0.0","0.0","2.0"
"Darrel Williams","KC","2.4","9.5","0.1","1.1","6.4","0.0","0.0","2.0"
"","high","5.8","18.8","0.1","2.4","11.1","0.1","0.0","2.7"
"","low","0.8","3.4","0.0","0.2","1.9","0.0","0.1","1.4"
"Kyle Juszczyk","SF","1.0","3.8","0.0","1.3","11.8","0.1","0.0","2.0"
"","high","1.4","5.0","0.1","1.8","14.9","0.1","0.0","3.0"
"","low","0.7","3.0","0.0","0.7","7.6","0.0","0.1","1.5"
"Mike Boone","MIN","3.4","14.6","0.1","0.6","1.2","0.0","0.0","1.9"
"","high","5.2","28.8","0.1","1.4","2.0","0.0","0.0","1.3"
"","low","1.7","6.8","0.0","0.1","0.3","0.0","0.0","1.3"
"Devine Ozigbo","JAC","2.9","10.5","0.1","1.2","5.7","0.0","0.0","1.9"
"","high","3.6","11.8","0.1","1.3","7.6","0.0","0.0","2.3"
"","low","2.1","9.2","0.0","1.1","3.8","0.0","0.0","2.3"
"J.J. Taylor","NE","0.0","12.1","0.1","0.4","2.1","0.0","0.0","1.9"
"","high","0.0","12.1","0.1","0.4","2.1","0.0","0.0","2.0"
"","low","0.0","12.1","0.1","0.4","2.1","0.0","0.0","2.0"
"Malcolm Perry","MIA","0.3","0.5","0.0","1.0","12.0","0.1","0.0","1.9"
"","high","0.3","0.5","0.0","1.0","12.0","0.1","0.0","1.9"
"","low","0.3","0.5","0.0","1.0","12.0","0.1","0.0","1.9"
"C.J. Prosise","HOU","0.0","7.9","0.0","1.0","6.1","0.0","0.0","1.8"
"","high","0.0","7.9","0.0","1.0","6.1","0.0","0.0","1.8"
"","low","0.0","7.9","0.0","1.0","6.1","0.0","0.0","1.8"
"Dare Ogunbowale","JAC","1.4","4.2","0.0","1.2","9.9","0.0","0.0","1.8"
"","high","1.9","6.6","0.1","2.1","16.7","0.1","0.0","2.5"
"","low","1.1","2.3","0.0","0.5","5.4","0.0","0.0","1.1"
"Ameer Abdullah","MIN","4.2","12.3","0.0","0.9","5.3","0.0","0.2","1.7"
"","high","4.4","18.2","0.0","1.6","7.4","0.1","0.0","2.5"
"","low","3.9","5.5","0.0","0.5","3.2","0.0","0.5","1.2"
"Eno Benjamin","ARI","1.8","8.4","0.1","0.2","2.3","0.0","0.0","1.7"
"","high","1.8","8.4","0.1","0.2","2.3","0.0","0.0","1.7"
"","low","1.8","8.4","0.1","0.2","2.3","0.0","0.0","1.7"
"Trayveon Williams","CIN","4.8","11.5","0.0","0.9","3.4","0.0","0.0","1.7"
"","high","4.8","16.8","0.1","1.6","5.4","0.0","0.0","1.2"
"","low","4.8","6.3","0.0","0.3","1.5","0.0","0.0","1.2"
"Justice Hill","BAL","3.5","10.6","0.0","1.1","3.5","0.0","0.0","1.6"
"","high","3.5","12.3","0.1","1.5","3.5","0.0","0.0","1.6"
"","low","3.5","9.0","0.0","0.8","3.5","0.0","0.0","1.6"
"Trenton Cannon","CAR","1.7","5.9","0.0","0.7","5.1","0.0","0.0","1.6"
"","high","1.7","6.9","0.1","1.0","7.9","0.1","0.0","2.1"
"","low","1.7","4.8","0.0","0.5","2.3","0.0","0.0","1.0"
"Jaylen Samuels","PIT","3.1","6.7","0.0","1.3","7.2","0.0","0.0","1.6"
"","high","3.1","7.2","0.0","1.8","8.0","0.0","0.0","1.7"
"","low","3.1","6.2","0.0","0.9","6.5","0.0","0.0","1.7"
"Craig Reynolds","JAC","1.6","6.8","0.1","0.2","2.2","0.0","0.0","1.5"
"","high","1.6","6.8","0.1","0.2","2.2","0.0","0.0","1.5"
"","low","1.6","6.8","0.1","0.2","2.2","0.0","0.0","1.5"
"Theo Riddick","LV","2.2","6.6","0.0","1.2","6.0","0.0","0.0","1.4"
"","high","3.0","7.8","0.0","2.0","9.2","0.0","0.0","1.2"
"","low","1.4","5.4","0.0","0.4","2.8","0.0","0.0","1.2"
"Tony Brooks-James","ATL","1.8","6.1","0.1","0.2","1.9","0.0","0.0","1.4"
"","high","1.8","6.1","0.1","0.2","1.9","0.0","0.0","1.4"
"","low","1.8","6.1","0.1","0.2","1.9","0.0","0.0","1.4"
"Jakob Johnson","NE","3.3","10.3","0.0","1.2","4.2","0.0","0.0","1.4"
"","high","3.3","10.3","0.0","1.2","4.2","0.0","0.0","0.0"
"","low","3.3","10.3","0.0","1.2","4.2","0.0","0.0","0.0"
"Lamar Miller","CHI","1.5","6.9","0.1","0.2","0.9","0.0","0.0","1.4"
"","high","1.5","6.9","0.1","0.2","0.9","0.0","0.0","1.4"
"","low","1.5","6.9","0.1","0.2","0.9","0.0","0.0","1.4"
"Ryan Nall","CHI","2.1","5.4","0.0","0.9","5.1","0.0","0.0","1.3"
"","high","3.4","11.0","0.0","1.2","7.1","0.1","0.0","1.3"
"","low","0.7","2.4","0.0","0.5","3.6","0.0","0.0","1.3"
"Corey Clement","PHI","2.2","7.1","0.0","0.6","2.9","0.0","0.0","1.3"
"","high","2.5","7.8","0.1","1.3","5.4","0.0","0.0","1.5"
"","low","2.0","6.3","0.0","0.2","1.2","0.0","0.0","1.4"
"Reggie Gilliam","BUF","0.7","2.5","0.0","0.6","4.6","0.1","0.0","1.3"
"","high","0.7","2.5","0.0","0.6","4.6","0.1","0.0","1.3"
"","low","0.7","2.5","0.0","0.6","4.6","0.1","0.0","1.3"
"Mike Weber","GB","1.3","5.6","0.1","0.1","1.3","0.0","0.0","1.3"
"","high","1.3","5.6","0.1","0.1","1.3","0.0","0.0","1.3"
"","low","1.3","5.6","0.1","0.1","1.3","0.0","0.0","1.3"
"Troymaine Pope","LAC","2.1","6.5","0.0","1.4","6.7","0.0","0.0","1.3"
"","high","2.1","6.5","0.0","1.4","6.7","0.0","0.0","0.0"
"","low","2.1","6.5","0.0","1.4","6.7","0.0","0.0","0.0"
"Artavis Pierce","CHI","0.0","5.3","0.1","0.5","3.4","0.0","0.0","1.3"
"","high","0.0","5.3","0.1","0.5","3.4","0.0","0.0","1.3"
"","low","0.0","5.3","0.1","0.5","3.4","0.0","0.0","1.3"
"Qadree Ollison","ATL","1.8","6.0","0.1","0.1","0.7","0.0","0.0","1.3"
"","high","1.8","6.0","0.1","0.1","0.7","0.0","0.0","1.3"
"","low","1.8","6.0","0.1","0.1","0.7","0.0","0.0","1.3"
"Dontrell Hilliard","CLE","2.0","6.1","0.1","0.4","2.4","0.0","0.0","1.2"
