"Player","Team","ATT","YDS","TDS","REC","YDS","TDS","FL","FPTS"
"","high","3.7","12.0","0.0","1.3","4.0","0.0","0.0","0.9"
"","low","3.7","3.6","0.0","0.3","2.3","0.0","0.0","0.9"
"C.J. Ham","MIN","1.0","3.9","0.0","0.9","6.5","0.0","0.0","1.2"
"","high","1.0","5.8","0.0","1.0","7.4","0.0","0.0","1.1"
"","low","1.0","2.1","0.0","0.8","5.5","0.0","0.0","1.1"
"Nathan Cottrell","JAC","0.0","4.7","0.0","0.4","3.9","0.0","0.0","1.1"
"","high","0.0","4.7","0.0","0.4","3.9","0.0","0.0","1.1"
"","low","0.0","4.7","0.0","0.4","3.9","0.0","0.0","1.1"
"Qadree Ollison","ATL","2.4","6.5","0.1","0.5","1.6","0.0","0.0","1.1"
"","high","3.0","8.6","0.1","0.9","2.6","0.0","0.0","1.1"
"","low","1.8","4.5","0.0","0.1","0.6","0.0","0.0","1.1"
"D'Ernest Johnson","CLE","3.4","7.1","0.0","0.7","2.4","0.0","0.0","1.0"
"","high","3.4","11.0","0.0","1.2","3.6","0.0","0.0","0.6"
"","low","3.4","3.1","0.0","0.3","1.2","0.0","0.0","0.6"
"Anthony Sherman","KC","0.4","0.3","0.0","0.4","2.6","0.1","0.0","1.0"
"","high","0.4","0.6","0.0","0.5","4.0","0.2","0.0","1.7"
"","low","0.4","0.0","0.0","0.3","1.3","0.0","0.0","0.3"
"Dwayne Washington","NO","4.5","6.7","0.0","0.7","1.6","0.0","0.0","0.9"
"","high","4.5","12.2","0.0","1.2","1.7","0.0","0.0","0.4"
"","low","4.5","1.3","0.0","0.3","1.5","0.0","0.0","0.4"
"Ty Montgomery","NO","0.0","1.7","0.0","0.6","4.4","0.0","0.0","0.8"
"","high","0.0","1.7","0.0","0.6","4.4","0.0","0.0","0.8"
"","low","0.0","1.7","0.0","0.6","4.4","0.0","0.0","0.8"
"Patrick Ricard","BAL","0.1","-0.1","0.0","0.8","4.9","0.1","0.1","0.8"
"","high","0.1","0.3","0.0","1.0","6.6","0.1","0.1","1.2"
"","low","0.1","-0.5","0.0","0.6","3.1","0.1","0.1","0.9"
"Elijhaa Penny","NYG","2.9","5.4","0.0","0.5","2.1","0.0","0.0","0.8"
"","high","2.9","8.6","0.0","0.7","2.5","0.0","0.0","0.5"
"","low","2.9","2.2","0.0","0.3","1.6","0.0","0.0","0.5"
"Rico Dowdle","DAL","0.0","4.3","0.0","0.4","1.5","0.0","0.0","0.8"
"","high","0.0","4.3","0.0","0.4","1.5","0.0","0.0","0.8"
"","low","0.0","4.3","0.0","0.4","1.5","0.0","0.0","0.8"
"Xavier Jones","LAR","0.0","2.0","0.0","0.4","3.1","0.0","0.0","0.8"
"","high","0.0","2.0","0.0","0.4","3.1","0.0","0.0","0.8"
"","low","0.0","2.0","0.0","0.4","3.1","0.0","0.0","0.8"
"Keith Smith","ATL","0.0","2.3","0.0","0.5","2.6","0.0","0.0","0.7"
"","high","0.0","2.3","0.0","0.5","2.6","0.0","0.0","0.7"
"","low","0.0","2.3","0.0","0.5","2.6","0.0","0.0","0.7"
"Gabe Nabers","LAC","0.2","0.5","0.0","0.3","2.3","0.1","0.0","0.7"
"","high","0.2","0.8","0.0","0.5","3.2","0.1","0.0","0.8"
"","low","0.2","0.2","0.0","0.2","1.3","0.0","0.0","0.5"
"Khari Blasingame","TEN","0.0","0.0","0.0","0.4","3.3","0.0","0.0","0.5"
"","high","0.0","0.0","0.0","0.4","3.3","0.0","0.0","0.5"
"","low","0.0","0.0","0.0","0.4","3.3","0.0","0.0","0.5"
"Taiwan Jones","BUF","0.0","0.1","0.0","0.3","2.9","0.0","0.0","0.4"
"","high","0.0","0.1","0.0","0.3","2.9","0.0","0.0","0.4"
"","low","0.0","0.1","0.0","0.3","2.9","0.0","0.0","0.4"
"Derek Watt","PIT","0.0","0.4","0.0","0.2","1.1","0.0","0.0","0.3"
"","high","0.0","0.4","0.0","0.2","1.1","0.0","0.0","0.3"
"","low","0.0","0.4","0.0","0.2","1.1","0.0","0.0","0.3"
"Nick Bellore","SEA","0.1","0.3","0.0","0.2","1.6","0.0","0.0","0.3"
"","high","0.1","0.5","0.0","0.3","2.1","0.0","0.0","0.4"
"","low","0.1","0.0","0.0","0.1","1.2","0.0","0.0","0.2"
"Michael Burton","NO","0.0","1.3","0.0","0.2","0.2","0.0","0.0","0.3"
"","high","0.0","1.3","0.0","0.2","0.2","0.0","0.0","0.3"
"","low","0.0","1.3","0.0","0.2","0.2","0.0","0.0","0.3"
"Andy Janovich","CLE","0.0","0.1","0.0","0.3","1.3","0.0","0.0","0.2"
"","high","0.0","0.1","0.0","0.3","1.3","0.0","0.0","0.2"
"","low","0.0","0.1","0.0","0.3","1.3","0.0","0.0","0.2"
"Sewo Olonilua","DAL","0.3","1.2","0.0","0.1","0.6","0.0","0.0","0.2"
"","high","0.3","1.2","0.0","0.1","0.6","0.0","0.0","0.2"
"","low","0.3","1.2","0.0","0.1","0.6","0.0","0.0","0.2"
""
""
