"Player","Team","REC","YDS","TDS","FL","FPTS"
"","high","4.4","41.0","0.2","0.0","5.1"
"","low","1.0","15.0","0.0","0.2","1.5"
"Dan Arnold","ARI","1.6","20.6","0.1","0.0","2.5"
"","high","2.0","32.2","0.1","0.0","3.8"
"","low","0.9","12.8","0.0","0.0","1.8"
"Ross Dwelley","SF","2.2","20.9","0.1","0.0","2.5"
"","high","5.4","41.0","0.2","0.0","4.0"
"","low","0.4","3.0","0.0","0.0","0.6"
"Will Dissly","SEA","1.5","17.1","0.1","0.0","2.4"
"","high","2.6","32.7","0.2","0.0","3.0"
"","low","1.0","9.9","0.0","0.0","1.4"
"Dawson Knox","BUF","1.6","19.9","0.1","0.0","2.4"
"","high","1.9","24.6","0.2","0.0","3.5"
"","low","1.0","7.0","0.0","0.1","0.7"
"Foster Moreau","LV","1.3","13.7","0.2","0.0","2.4"
"","high","2.1","19.7","0.3","0.0","2.7"
"","low","0.9","10.0","0.0","0.0","2.3"
"Ian Thomas","CAR","1.9","17.6","0.1","0.0","2.3"
"","high","3.0","26.5","0.2","0.0","2.8"
"","low","1.0","15.0","0.0","0.0","1.5"
"Ryan Izzo","NE","1.4","16.6","0.1","0.0","2.3"
"","high","1.7","20.4","0.2","0.0","2.7"
"","low","0.8","10.0","0.1","0.1","1.9"
"Adam Trautman","NO","1.5","16.8","0.1","0.0","2.3"
"","high","2.3","29.0","0.2","0.0","3.8"
"","low","0.8","7.6","0.0","0.0","1.4"
"Andrew Beck","DEN","1.4","16.0","0.1","0.0","2.2"
"","high","1.4","16.0","0.1","0.0","2.4"
"","low","1.4","16.0","0.1","0.0","2.4"
"James O'Shaughnessy","JAC","1.7","17.0","0.1","0.0","2.2"
"","high","2.8","27.3","0.1","0.0","2.4"
"","low","1.1","11.6","0.0","0.0","1.6"
"Jace Sternberger","GB","1.5","15.6","0.1","0.0","2.1"
"","high","2.2","27.0","0.2","0.0","3.4"
"","low","1.0","10.0","0.0","0.0","1.0"
"Kaden Smith","NYG","1.8","15.1","0.1","0.0","2.1"
"","high","2.5","19.5","0.2","0.0","2.4"
"","low","1.4","11.4","0.0","0.0","1.7"
"Nick Vannett","DEN","1.8","16.3","0.1","0.0","2.0"
"","high","3.1","29.0","0.2","0.0","4.2"
"","low","0.7","6.2","0.0","0.0","0.6"
"Marcedes Lewis","GB","1.4","14.1","0.1","0.0","2.0"
"","high","1.5","14.9","0.2","0.0","2.7"
"","low","1.3","13.2","0.0","0.0","2.7"
"Tyler Kroft","BUF","1.4","15.0","0.1","0.0","2.0"
"","high","2.6","26.0","0.2","0.0","2.7"
"","low","0.7","7.6","0.0","0.0","1.2"
"Cameron Brate","TB","1.2","13.1","0.1","0.0","1.9"
"","high","1.8","19.0","0.2","0.0","2.7"
"","low","0.9","8.0","0.0","0.0","1.4"
"Adam Shaheen","MIA","1.2","12.0","0.1","0.0","1.9"
"","high","1.6","15.6","0.4","0.0","4.0"
"","low","0.9","9.9","0.0","0.1","1.2"
"Josh Hill","NO","1.6","15.6","0.1","0.0","1.9"
"","high","2.3","26.0","0.1","0.0","3.3"
"","low","0.8","7.4","0.0","0.0","1.1"
"Nick Boyle","BAL","1.5","14.0","0.1","0.0","1.9"
"","high","2.5","21.4","0.1","0.0","2.4"
"","low","0.9","7.7","0.0","0.0","1.4"
"Cole Kmet","CHI","1.2","13.1","0.1","0.0","1.8"
"","high","1.8","19.4","0.2","0.0","3.0"
"","low","0.7","7.0","0.0","0.0","0.9"
"Jesse James","DET","1.3","14.4","0.1","0.0","1.8"
"","high","1.9","23.5","0.1","0.0","3.0"
"","low","0.6","7.4","0.0","0.0","1.1"
"Vance McDonald","PIT","1.3","12.9","0.1","0.0","1.7"
"","high","1.9","19.0","0.1","0.0","2.4"
"","low","0.7","7.1","0.0","0.0","1.1"
"MyCole Pruitt","TEN","1.1","10.1","0.1","0.0","1.6"
"","high","1.2","12.6","0.2","0.0","2.1"
"","low","0.9","8.0","0.0","0.0","1.3"
"Jason Witten","LV","1.3","11.2","0.1","0.0","1.6"
"","high","2.2","19.6","0.1","0.0","2.1"
"","low","0.8","6.0","0.0","0.0","1.2"
"Durham Smythe","MIA","1.2","11.8","0.1","0.0","1.5"
"","high","2.0","18.0","0.1","0.0","2.0"
"","low","0.6","5.7","0.0","0.0","1.1"
"Donald Parham Jr.","LAC","1.1","12.1","0.0","0.0","1.5"
"","high","2.0","18.1","0.1","0.0","1.9"
"","low","0.3","3.0","0.0","0.0","0.4"
"Jacob Hollister","SEA","1.1","10.0","0.1","0.0","1.5"
"","high","2.1","18.1","0.2","0.0","2.0"
"","low","0.7","6.0","0.0","0.0","0.6"
"Nick Keizer","KC","1.0","10.5","0.1","0.0","1.4"
"","high","1.6","17.3","0.1","0.0","1.3"
"","low","0.6","7.0","0.0","0.0","1.0"
"Evan Baylis","ARI","0.7","7.5","0.1","0.0","1.4"
"","high","0.7","7.5","0.1","0.0","1.4"
"","low","0.7","7.5","0.1","0.0","1.4"
"Daniel Helm","SF","0.6","7.2","0.1","0.0","1.3"
"","high","0.6","7.2","0.1","0.0","1.3"
"","low","0.6","7.2","0.1","0.0","1.3"
"Demetrius Harris","CHI","1.1","9.8","0.1","0.0","1.3"
"","high","1.4","14.5","0.1","0.0","1.7"
"","low","0.9","6.9","0.0","0.0","1.0"
"Maxx Williams","ARI","0.9","9.8","0.1","0.0","1.3"
"","high","1.0","10.6","0.1","0.0","1.6"
"","low","0.9","8.4","0.0","0.0","1.2"
"Darrell Daniels","ARI","1.0","10.8","0.0","0.0","1.3"
"","high","1.6","18.1","0.1","0.0","1.6"
"","low","0.4","4.0","0.0","0.0","0.4"
"Zach Gentry","PIT","0.8","6.7","0.1","0.0","1.3"
"","high","0.8","6.7","0.1","0.0","1.3"
"","low","0.8","6.7","0.1","0.0","1.3"
"Gabe Nabers","LAC","1.2","12.9","0.0","0.0","1.3"
"","high","1.2","12.9","0.0","0.0","0.0"
"","low","1.2","12.9","0.0","0.0","0.0"
"Farrod Green","IND","0.7","6.5","0.1","0.0","1.3"
"","high","0.7","6.5","0.1","0.0","1.3"
"","low","0.7","6.5","0.1","0.0","1.3"
"Isaac Nauta","DET","1.2","12.7","0.0","0.0","1.2"
"","high","1.2","12.7","0.0","0.0","0.0"
"","low","1.2","12.7","0.0","0.0","0.0"
"Charlie Woerner","SF","0.8","9.6","0.0","0.0","1.2"
"","high","1.4","15.2","0.1","0.0","2.1"
"","low","0.1","1.0","0.0","0.0","0.1"
"Ryan Griffin","NYJ","1.0","10.1","0.0","0.0","1.2"
"","high","1.8","17.6","0.1","0.0","1.6"
"","low","0.5","4.0","0.0","0.0","0.4"
"Blake Bell","DAL","1.0","11.2","0.0","0.0","1.1"
"","high","1.3","13.5","0.0","0.0","1.3"
"","low","0.7","9.1","0.0","0.0","0.9"
"Chris Manhertz","CAR","1.0","10.6","0.0","0.0","1.1"
"","high","1.3","15.3","0.0","0.0","1.2"
"","low","0.7","6.6","0.0","0.0","0.7"
"Ben Ellefson","JAC","1.0","10.7","0.0","0.0","1.1"
"","high","1.0","10.7","0.0","0.0","0.0"
"","low","1.0","10.7","0.0","0.0","0.0"
"Luke Stocker","ATL","1.0","8.4","0.0","0.0","1.0"
"","high","1.6","13.2","0.1","0.0","1.2"
"","low","0.6","6.0","0.0","0.0","0.8"
"Jordan Thomas","ARI","0.5","4.4","0.1","0.0","1.0"
"","high","0.8","7.8","0.2","0.0","2.0"
"","low","0.1","1.0","0.0","0.0","0.2"
"Taysom Hill","NO","0.7","7.4","0.1","0.0","1.0"
"","high","0.8","8.5","0.1","0.0","2.7"
"","low","0.6","6.3","0.1","0.0","2.2"
"Stephen Anderson","LAC","0.7","8.1","0.0","0.0","1.0"
"","high","1.3","14.1","0.1","0.0","1.9"
"","low","0.2","3.0","0.0","0.0","0.3"
"Antony Auclair","TB","0.6","6.5","0.1","0.0","1.0"
"","high","0.7","6.6","0.1","0.0","1.3"
"","low","0.6","6.5","0.0","0.0","1.3"
"Temarrick Hemingway","WAS","0.9","9.6","0.0","0.0","0.9"
"","high","1.2","12.8","0.0","0.0","0.6"
"","low","0.6","6.4","0.0","0.0","0.6"
"Jaeden Graham","ATL","0.6","7.5","0.0","0.0","0.9"
"","high","0.8","10.4","0.1","0.0","1.6"
"","low","0.2","3.0","0.0","0.0","0.4"
"Jeremy Sprinkle","WAS","0.7","6.8","0.0","0.0","0.9"
"","high","1.5","13.5","0.1","0.0","1.2"
"","low","0.1","1.0","0.0","0.0","0.2"
"Pharaoh Brown","HOU","0.6","6.4","0.0","0.0","0.8"
"","high","1.0","11.2","0.1","0.0","1.4"
"","low","0.0","0.0","0.0","0.0","0.0"
"John Lovett","GB","0.7","8.0","0.0","0.0","0.8"
"","high","0.7","8.0","0.0","0.0","1.1"
"","low","0.7","8.0","0.0","0.0","1.1"
"Tanner Hudson","TB","0.7","7.7","0.0","0.0","0.8"
"","high","1.2","13.5","0.0","0.0","0.3"
"","low","0.2","2.0","0.0","0.0","0.3"
"Tyler Conklin","MIN","0.7","7.3","0.0","0.0","0.7"
"","high","1.2","12.7","0.0","0.0","0.7"
"","low","0.3","2.0","0.0","0.0","0.2"
"Eric Saubert","JAC","0.7","7.2","0.0","0.0","0.7"
"","high","0.7","7.2","0.0","0.0","0.7"
"","low","0.7","7.2","0.0","0.0","0.7"
"Levine Toilolo","NYG","0.6","7.2","0.0","0.0","0.7"
"","high","0.7","9.7","0.0","0.0","0.8"
"","low","0.3","4.0","0.0","0.0","0.4"
"Jakob Johnson","NE","0.2","0.8","0.1","0.0","0.7"
"","high","0.2","0.8","0.1","0.0","0.7"
"","low","0.2","0.8","0.1","0.0","0.7"
"Derek Carrier","LV","0.5","4.7","0.0","0.0","0.7"
"","high","0.7","6.2","0.1","0.0","1.2"
"","low","0.2","2.0","0.0","0.0","0.3"
"Colin Thompson","CAR","0.5","5.7","0.0","0.0","0.6"
"","high","0.8","8.4","0.0","0.0","0.4"
"","low","0.3","3.0","0.0","0.0","0.4"
"Trevon Wesco","NYJ","0.5","5.0","0.0","0.0","0.5"
"","high","0.5","5.0","0.0","0.0","0.5"
"","low","0.5","5.0","0.0","0.0","0.5"
"Deon Yelder","KC","0.5","4.9","0.0","0.0","0.5"
"","high","0.9","10.2","0.0","0.0","0.3"
"","low","0.2","2.0","0.0","0.0","0.3"
"J.P. Holtz","CHI","0.4","4.7","0.0","0.0","0.5"
"","high","0.7","7.2","0.0","0.0","0.5"
"","low","0.1","2.0","0.0","0.0","0.2"
"Sean McKeon","DAL","0.3","3.4","0.0","0.0","0.3"
"","high","0.4","4.8","0.0","0.0","0.2"
"","low","0.2","2.0","0.0","0.0","0.2"
"Marcus Baugh","WAS","0.1","2.0","0.0","0.0","0.2"
"","high","0.1","2.0","0.0","0.0","0.2"
"","low","0.1","2.0","0.0","0.0","0.2"
"Patrick Scales","CHI","0.2","2.0","0.0","0.0","0.2"
"","high","0.2","2.0","0.0","0.0","0.2"
"","low","0.2","2.0","0.0","0.0","0.2"
"Reggie Gilliam","BUF","0.1","1.0","0.0","0.0","0.1"
"","high","0.1","1.0","0.0","0.0","0.2"
"","low","0.1","1.0","0.0","0.0","0.2"
"Lee Smith","BUF","0.1","1.0","0.0","0.0","0.1"
"","high","0.1","1.0","0.0","0.0","0.1"
"","low","0.1","1.0","0.0","0.0","0.1"
"Garrett Griffin","NO","0.0","0.0","0.0","0.0","0.0"
"","high","0.0","0.0","0.0","0.0","0.0"
"","low","0.0","0.0","0.0","0.0","0.0"
"Daniel Brown","NYJ","0.0","0.0","0.0","0.0","0.0"
"","high","0.0","0.0","0.0","0.0","0.0"
"","low","0.0","0.0","0.0","0.0","0.0"
""
""
