"Player","Team","REC","YDS","TDS","FL","FPTS"
"Gabe Nabers","LAC","1.2","12.9","0.0","0.0","1.8"
"","high","1.2","12.9","0.0","0.0","0.0"
"","low","1.2","12.9","0.0","0.0","0.0"
"Demetrius Harris","CHI","1.1","9.8","0.1","0.0","1.8"
"","high","1.4","14.5","0.1","0.0","2.2"
"","low","0.9","6.9","0.0","0.0","1.5"
"Isaac Nauta","DET","1.2","12.7","0.0","0.0","1.8"
"","high","1.2","12.7","0.0","0.0","0.0"
"","low","1.2","12.7","0.0","0.0","0.0"
"Maxx Williams","ARI","0.9","9.8","0.1","0.0","1.8"
"","high","1.0","10.6","0.1","0.0","2.1"
"","low","0.9","8.4","0.0","0.0","1.7"
"Darrell Daniels","ARI","1.0","10.8","0.0","0.0","1.8"
"","high","1.6","18.1","0.1","0.0","2.1"
"","low","0.4","4.0","0.0","0.0","0.9"
"Ryan Griffin","NYJ","1.0","10.1","0.0","0.0","1.8"
"","high","1.8","17.6","0.1","0.0","2.2"
"","low","0.5","4.0","0.0","0.0","1.0"
"Evan Baylis","ARI","0.7","7.5","0.1","0.0","1.7"
"","high","0.7","7.5","0.1","0.0","1.7"
"","low","0.7","7.5","0.1","0.0","1.7"
"Zach Gentry","PIT","0.8","6.7","0.1","0.0","1.7"
"","high","0.8","6.7","0.1","0.0","1.7"
"","low","0.8","6.7","0.1","0.0","1.7"
"Charlie Woerner","SF","0.8","9.6","0.0","0.0","1.7"
"","high","1.4","15.2","0.1","0.0","2.5"
"","low","0.1","1.0","0.0","0.0","0.5"
"Blake Bell","DAL","1.0","11.2","0.0","0.0","1.6"
"","high","1.3","13.5","0.0","0.0","1.8"
"","low","0.7","9.1","0.0","0.0","1.4"
"Daniel Helm","SF","0.6","7.2","0.1","0.0","1.6"
"","high","0.6","7.2","0.1","0.0","1.6"
"","low","0.6","7.2","0.1","0.0","1.6"
"Farrod Green","IND","0.7","6.5","0.1","0.0","1.6"
"","high","0.7","6.5","0.1","0.0","1.6"
"","low","0.7","6.5","0.1","0.0","1.6"
"Chris Manhertz","CAR","1.0","10.6","0.0","0.0","1.6"
"","high","1.3","15.3","0.0","0.0","1.7"
"","low","0.7","6.6","0.0","0.0","1.2"
"Ben Ellefson","JAC","1.0","10.7","0.0","0.0","1.5"
"","high","1.0","10.7","0.0","0.0","0.0"
"","low","1.0","10.7","0.0","0.0","0.0"
"Luke Stocker","ATL","1.0","8.4","0.0","0.0","1.5"
"","high","1.6","13.2","0.1","0.0","1.7"
"","low","0.6","6.0","0.0","0.0","1.3"
"Temarrick Hemingway","WAS","0.9","9.6","0.0","0.0","1.4"
"","high","1.2","12.8","0.0","0.0","1.1"
"","low","0.6","6.4","0.0","0.0","1.1"
"Taysom Hill","NO","0.7","7.4","0.1","0.0","1.4"
"","high","0.8","8.5","0.1","0.0","3.0"
"","low","0.6","6.3","0.1","0.0","2.5"
"Stephen Anderson","LAC","0.7","8.1","0.0","0.0","1.3"
"","high","1.3","14.1","0.1","0.0","2.3"
"","low","0.2","3.0","0.0","0.0","0.7"
"Antony Auclair","TB","0.6","6.5","0.1","0.0","1.3"
"","high","0.7","6.6","0.1","0.0","1.6"
"","low","0.6","6.5","0.0","0.0","1.6"
"Jordan Thomas","ARI","0.5","4.4","0.1","0.0","1.3"
"","high","0.8","7.8","0.2","0.0","2.2"
"","low","0.1","1.0","0.0","0.0","0.4"
"Jaeden Graham","ATL","0.6","7.5","0.0","0.0","1.3"
"","high","0.8","10.4","0.1","0.0","1.9"
"","low","0.2","3.0","0.0","0.0","0.7"
"Jeremy Sprinkle","WAS","0.7","6.8","0.0","0.0","1.3"
"","high","1.5","13.5","0.1","0.0","1.6"
"","low","0.1","1.0","0.0","0.0","0.6"
"John Lovett","GB","0.7","8.0","0.0","0.0","1.2"
"","high","0.7","8.0","0.0","0.0","1.4"
"","low","0.7","8.0","0.0","0.0","1.4"
"Tanner Hudson","TB","0.7","7.7","0.0","0.0","1.1"
"","high","1.2","13.5","0.0","0.0","0.7"
"","low","0.2","2.0","0.0","0.0","0.7"
"Pharaoh Brown","HOU","0.6","6.4","0.0","0.0","1.1"
"","high","1.0","11.2","0.1","0.0","1.7"
"","low","0.0","0.0","0.0","0.0","0.3"
"Eric Saubert","JAC","0.7","7.2","0.0","0.0","1.1"
"","high","0.7","7.2","0.0","0.0","1.1"
"","low","0.7","7.2","0.0","0.0","1.1"
"Tyler Conklin","MIN","0.7","7.3","0.0","0.0","1.1"
"","high","1.2","12.7","0.0","0.0","1.1"
"","low","0.3","2.0","0.0","0.0","0.6"
"Levine Toilolo","NYG","0.6","7.2","0.0","0.0","1.0"
"","high","0.7","9.7","0.0","0.0","1.1"
"","low","0.3","4.0","0.0","0.0","0.7"
"Derek Carrier","LV","0.5","4.7","0.0","0.0","0.9"
"","high","0.7","6.2","0.1","0.0","1.5"
"","low","0.2","2.0","0.0","0.0","0.6"
"Colin Thompson","CAR","0.5","5.7","0.0","0.0","0.8"
"","high","0.8","8.4","0.0","0.0","0.7"
"","low","0.3","3.0","0.0","0.0","0.7"
"Jakob Johnson","NE","0.2","0.8","0.1","0.0","0.8"
"","high","0.2","0.8","0.1","0.0","0.8"
"","low","0.2","0.8","0.1","0.0","0.8"
"Trevon Wesco","NYJ","0.5","5.0","0.0","0.0","0.8"
"","high","0.5","5.0","0.0","0.0","0.8"
"","low","0.5","5.0","0.0","0.0","0.8"
"Deon Yelder","KC","0.5","4.9","0.0","0.0","0.7"
"","high","0.9","10.2","0.0","0.0","0.5"
"","low","0.2","2.0","0.0","0.0","0.5"
"J.P. Holtz","CHI","0.4","4.7","0.0","0.0","0.7"
"","high","0.7","7.2","0.0","0.0","0.7"
"","low","0.1","2.0","0.0","0.0","0.4"
"Sean McKeon","DAL","0.3","3.4","0.0","0.0","0.5"
"","high","0.4","4.8","0.0","0.0","0.3"
"","low","0.2","2.0","0.0","0.0","0.3"
"Patrick Scales","CHI","0.2","2.0","0.0","0.0","0.3"
"","high","0.2","2.0","0.0","0.0","0.3"
"","low","0.2","2.0","0.0","0.0","0.3"
"Marcus Baugh","WAS","0.1","2.0","0.0","0.0","0.3"
"","high","0.1","2.0","0.0","0.0","0.3"
"","low","0.1","2.0","0.0","0.0","0.3"
"Reggie Gilliam","BUF","0.1","1.0","0.0","0.0","0.2"
"","high","0.1","1.0","0.0","0.0","0.2"
"","low","0.1","1.0","0.0","0.0","0.2"
"Lee Smith","BUF","0.1","1.0","0.0","0.0","0.2"
"","high","0.1","1.0","0.0","0.0","0.2"
"","low","0.1","1.0","0.0","0.0","0.2"
"Daniel Brown","NYJ","0.0","0.0","0.0","0.0","0.0"
"","high","0.0","0.0","0.0","0.0","0.0"
"","low","0.0","0.0","0.0","0.0","0.0"
"Garrett Griffin","NO","0.0","0.0","0.0","0.0","0.0"
"","high","0.0","0.0","0.0","0.0","0.0"
"","low","0.0","0.0","0.0","0.0","0.0"
""
""
