"Player","Team","REC","YDS","TDS","FL","FPTS"
"Dalton Schultz","DAL","4.0","41.4","0.2","0.1","5.4"
"","high","5.5","54.7","0.3","0.0","6.1"
"","low","3.3","32.9","0.0","0.1","4.8"
"Logan Thomas","WAS","4.0","38.4","0.3","0.0","5.4"
"","high","5.8","54.6","0.4","0.0","6.0"
"","low","3.4","32.4","0.0","0.0","5.0"
"Jordan Reed","SF","3.9","38.7","0.2","0.0","5.2"
"","high","5.5","54.1","0.4","0.0","6.4"
"","low","2.9","26.6","0.0","0.1","4.4"
"Tyler Higbee","LAR","3.2","35.7","0.2","0.0","4.8"
"","high","3.9","42.1","0.3","0.0","5.7"
"","low","2.7","29.6","0.1","0.0","4.2"
"Austin Hooper","CLE","3.3","33.6","0.2","0.0","4.5"
"","high","3.7","38.3","0.3","0.0","5.2"
"","low","2.9","28.7","0.0","0.0","4.3"
"Zach Ertz","PHI","3.4","34.5","0.1","0.0","4.3"
"","high","4.3","42.6","0.2","0.0","5.5"
"","low","2.6","28.7","0.0","0.0","4.0"
"Jonnu Smith","TEN","2.3","26.5","0.3","0.0","4.3"
"","high","2.9","34.6","0.5","0.0","6.5"
"","low","1.6","17.7","0.0","0.0","2.8"
"Trey Burton","IND","3.0","30.0","0.2","0.0","4.3"
"","high","4.1","39.4","0.3","0.0","4.7"
"","low","2.6","27.1","0.0","0.0","3.9"
"Tyler Eifert","JAC","2.9","30.0","0.2","0.0","4.2"
"","high","3.4","37.5","0.3","0.0","4.8"
"","low","2.6","24.6","0.0","0.0","3.7"
"Jordan Akins","HOU","2.8","33.1","0.1","0.0","4.2"
"","high","3.6","43.1","0.2","0.0","4.9"
"","low","2.4","24.5","0.0","0.0","3.7"
"Kyle Rudolph","MIN","2.9","31.3","0.2","0.0","4.1"
"","high","4.0","39.0","0.2","0.0","4.7"
"","low","2.4","24.7","0.1","0.1","3.8"
"Jared Cook","NO","2.1","28.8","0.2","0.0","4.0"
"","high","3.0","40.1","0.3","0.0","4.1"
"","low","1.6","21.9","0.0","0.0","3.7"
"Virgil Green","LAC","1.9","23.2","0.3","0.1","3.9"
"","high","1.9","23.2","0.3","0.1","4.1"
"","low","1.9","23.2","0.3","0.1","4.1"
"Anthony Firkser","TEN","2.6","29.4","0.2","0.0","3.9"
"","high","4.1","47.0","0.2","0.0","4.4"
"","low","1.8","19.5","0.0","0.0","3.1"
"Jacob Hollister","SEA","3.0","27.0","0.2","0.0","3.8"
"","high","4.2","36.4","0.3","0.0","4.6"
"","low","2.4","21.1","0.0","0.0","3.3"
"Cole Kmet","CHI","2.5","26.7","0.2","0.0","3.8"
"","high","3.3","36.9","0.3","0.0","4.8"
"","low","1.9","19.2","0.1","0.0","2.8"
"Mo Alie-Cox","IND","2.3","28.9","0.1","0.0","3.7"
"","high","2.9","39.4","0.2","0.0","4.2"
"","low","1.9","23.4","0.0","0.1","3.1"
"Gerald Everett","LAR","2.8","29.6","0.1","0.0","3.6"
"","high","3.4","37.8","0.2","0.0","3.9"
"","low","2.5","26.4","0.1","0.1","3.4"
"Drew Sample","CIN","3.0","28.9","0.1","0.1","3.6"
"","high","4.6","39.9","0.2","0.0","4.5"
"","low","2.1","18.7","0.0","0.1","2.5"
"Will Dissly","SEA","2.1","24.3","0.1","0.0","3.2"
"","high","2.7","33.4","0.2","0.0","4.4"
"","low","1.7","17.6","0.0","0.0","2.4"
"Jimmy Graham","CHI","2.2","23.7","0.1","0.0","3.2"
"","high","2.9","33.0","0.2","0.0","3.6"
"","low","1.5","15.9","0.0","0.0","2.8"
"Dan Arnold","ARI","1.7","23.1","0.1","0.0","3.2"
"","high","2.0","29.2","0.2","0.0","4.1"
"","low","1.4","17.3","0.1","0.0","2.5"
"Darren Fells","HOU","1.8","21.3","0.2","0.0","3.1"
"","high","2.4","26.7","0.3","0.0","4.4"
"","low","1.3","13.6","0.1","0.0","2.2"
"Dawson Knox","BUF","1.9","22.4","0.1","0.0","3.0"
"","high","2.8","36.0","0.2","0.0","3.3"
"","low","1.3","14.6","0.0","0.1","2.2"
"Cameron Brate","TB","2.0","19.2","0.1","0.0","2.7"
"","high","2.9","31.0","0.2","0.0","3.3"
"","low","1.3","11.7","0.1","0.0","1.8"
"David Njoku","CLE","1.8","19.6","0.1","0.0","2.7"
"","high","1.9","20.2","0.2","0.0","3.2"
"","low","1.7","18.7","0.0","0.0","2.8"
"James O'Shaughnessy","JAC","1.9","18.6","0.1","0.0","2.4"
"","high","2.5","24.1","0.1","0.0","2.9"
"","low","1.5","14.4","0.0","0.0","2.1"
"Ian Thomas","CAR","2.0","18.0","0.1","0.0","2.4"
"","high","3.6","31.3","0.2","0.0","2.8"
"","low","1.1","10.3","0.0","0.0","1.4"
"Jack Doyle","IND","1.7","17.2","0.1","0.0","2.4"
"","high","3.1","29.4","0.3","0.0","3.9"
"","low","0.7","7.3","0.1","0.1","1.1"
"Irv Smith Jr.","MIN","1.8","18.2","0.1","0.0","2.4"
"","high","2.5","26.9","0.2","0.0","3.7"
"","low","1.2","12.2","0.0","0.0","1.9"
"MyCole Pruitt","TEN","1.1","12.6","0.2","0.0","2.3"
"","high","1.6","17.4","0.4","0.0","3.8"
"","low","0.6","6.7","0.1","0.0","1.1"
"Harrison Bryant","CLE","1.5","16.2","0.1","0.1","2.2"
"","high","2.1","23.1","0.2","0.0","3.1"
"","low","1.0","10.4","0.1","0.2","1.6"
"Jesse James","DET","1.5","15.7","0.1","0.0","2.1"
"","high","2.1","21.5","0.2","0.0","3.1"
"","low","0.9","9.7","0.0","0.0","1.3"
"Ryan Izzo","NE","1.4","17.9","0.1","0.1","2.1"
"","high","1.7","27.2","0.1","0.0","2.4"
"","low","1.1","12.7","0.0","0.1","1.5"
"Durham Smythe","MIA","1.6","14.6","0.1","0.0","2.0"
"","high","2.6","22.8","0.2","0.0","2.5"
"","low","1.1","10.8","0.0","0.0","1.6"
"Marcedes Lewis","GB","1.2","13.0","0.1","0.0","2.0"
"","high","1.6","17.4","0.3","0.0","3.2"
"","low","0.6","7.5","0.0","0.0","1.5"
"Chris Herndon IV","NYJ","1.5","16.1","0.1","0.1","2.0"
"","high","2.3","25.8","0.2","0.0","2.9"
"","low","1.0","10.8","0.0","0.2","1.4"
"Ryan Griffin","NYJ","1.5","14.5","0.1","0.0","1.9"
"","high","1.9","18.7","0.1","0.0","2.6"
"","low","1.0","10.2","0.0","0.0","1.4"
"Foster Moreau","LV","1.3","13.1","0.1","0.0","1.9"
"","high","1.6","15.5","0.2","0.0","2.3"
"","low","0.9","10.7","0.0","0.0","2.3"
"Nick Vannett","DEN","1.5","14.3","0.1","0.0","1.8"
"","high","2.1","19.1","0.1","0.0","2.2"
"","low","1.0","9.3","0.0","0.0","1.3"
"Ross Dwelley","SF","1.4","14.2","0.1","0.0","1.8"
"","high","2.5","23.5","0.1","0.0","2.2"
"","low","0.8","7.9","0.0","0.0","1.2"
"Adam Shaheen","MIA","1.1","10.9","0.1","0.0","1.8"
"","high","1.7","16.7","0.2","0.0","2.0"
"","low","0.7","7.5","0.1","0.0","1.2"
"Maxx Williams","ARI","1.6","15.2","0.1","0.0","1.8"
"","high","2.4","21.8","0.1","0.0","1.5"
"","low","0.8","8.7","0.0","0.1","1.5"
"Richard Rodgers","PHI","1.0","13.2","0.1","0.0","1.7"
"","high","1.1","15.0","0.1","0.0","2.1"
"","low","0.8","12.0","0.0","0.0","1.9"
"Ricky Seals-Jones","KC","0.8","11.1","0.1","0.0","1.7"
"","high","0.8","11.1","0.1","0.0","1.7"
"","low","0.8","11.1","0.1","0.0","1.7"
"Adam Trautman","NO","1.1","12.0","0.1","0.0","1.7"
"","high","1.6","17.8","0.1","0.0","2.0"
"","low","0.6","5.9","0.0","0.0","1.2"
"Donald Parham Jr.","LAC","1.0","11.9","0.1","0.0","1.7"
"","high","1.7","18.5","0.1","0.0","2.0"
"","low","0.6","6.6","0.1","0.0","1.0"
"Jace Sternberger","GB","1.2","12.6","0.1","0.0","1.7"
"","high","1.7","18.4","0.1","0.0","1.8"
"","low","0.7","7.7","0.0","0.0","1.4"
"Pharaoh Brown","HOU","1.2","13.2","0.1","0.0","1.6"
"","high","1.2","13.4","0.1","0.0","1.9"
"","low","1.2","13.1","0.0","0.0","1.9"
"Kaden Smith","NYG","1.4","11.5","0.1","0.0","1.5"
"","high","1.9","14.7","0.1","0.0","1.6"
"","low","1.1","10.0","0.0","0.0","1.5"
"Nick Keizer","KC","1.4","15.5","0.0","0.0","1.5"
"","high","1.4","15.5","0.0","0.0","0.0"
"","low","1.4","15.5","0.0","0.0","0.0"
"Geoff Swaim","TEN","1.2","10.6","0.1","0.0","1.5"
"","high","1.9","16.4","0.1","0.0","1.6"
"","low","0.6","6.0","0.0","0.0","1.2"
"Luke Willson","BAL","1.6","13.9","0.0","0.0","1.4"
"","high","2.7","23.2","0.0","0.0","0.5"
"","low","0.5","4.6","0.0","0.0","0.5"
"Jaeden Graham","ATL","1.1","11.6","0.1","0.0","1.4"
"","high","1.2","12.8","0.1","0.0","1.7"
"","low","1.0","10.5","0.0","0.0","1.7"
"Brycen Hopkins","LAR","0.7","7.9","0.1","0.0","1.4"
"","high","0.7","7.9","0.1","0.0","1.4"
"","low","0.7","7.9","0.1","0.0","1.4"
"Jason Witten","LV","1.3","11.2","0.1","0.0","1.4"
"","high","1.9","16.4","0.1","0.0","1.2"
"","low","0.7","5.9","0.0","0.0","1.2"
"Farrod Green","IND","0.7","7.7","0.1","0.0","1.4"
"","high","0.7","7.7","0.1","0.0","1.4"
"","low","0.7","7.7","0.1","0.0","1.4"
"Josh Hill","NO","1.3","11.0","0.1","0.0","1.4"
"","high","1.3","12.6","0.1","0.0","1.5"
"","low","1.2","9.4","0.0","0.0","1.5"
"Troy Fumagalli","DEN","1.1","11.7","0.0","0.0","1.4"
"","high","1.3","14.0","0.1","0.0","1.4"
"","low","0.9","9.5","0.0","0.0","1.4"
"Kahale Warring","HOU","0.9","9.9","0.1","0.0","1.3"
"","high","1.3","13.9","0.1","0.0","1.5"
"","low","0.7","8.2","0.0","0.0","1.2"
"Stephen Anderson","LAC","1.0","10.9","0.0","0.0","1.3"
"","high","1.1","12.6","0.1","0.0","1.4"
"","low","0.8","9.1","0.0","0.0","1.4"
"Chris Manhertz","CAR","1.0","11.4","0.0","0.0","1.3"
"","high","1.3","15.7","0.1","0.0","1.0"
"","low","0.6","7.1","0.0","0.0","1.0"
"Tyler Kroft","BUF","0.8","7.5","0.1","0.0","1.3"
"","high","1.2","12.0","0.2","0.0","2.4"
"","low","0.4","4.0","0.0","0.0","1.1"
"Stephen Carlson","CLE","0.9","9.7","0.1","0.0","1.3"
"","high","1.3","13.8","0.1","0.0","2.0"
"","low","0.5","5.7","0.0","0.0","2.0"
"Antony Auclair","TB","0.8","6.6","0.1","0.0","1.3"
"","high","0.8","6.6","0.1","0.0","1.3"
"","low","0.8","6.6","0.1","0.0","1.3"
"Evan Baylis","ARI","0.7","6.6","0.1","0.0","1.3"
"","high","0.7","6.6","0.1","0.0","1.3"
"","low","0.7","6.6","0.1","0.0","1.3"
"Daniel Helm","SF","0.6","6.6","0.1","0.0","1.3"
"","high","0.6","6.6","0.1","0.0","1.3"
"","low","0.6","6.6","0.1","0.0","1.3"
"Charlie Woerner","SF","1.1","12.6","0.0","0.0","1.2"
"","high","1.6","17.7","0.0","0.0","0.7"
"","low","0.6","7.4","0.0","0.0","0.7"
"Gabe Nabers","LAC","1.2","12.7","0.0","0.0","1.2"
"","high","1.2","12.7","0.0","0.0","0.0"
"","low","1.2","12.7","0.0","0.0","0.0"
"Lee Smith","BUF","0.8","6.4","0.1","0.0","1.2"
"","high","1.0","7.3","0.2","0.0","1.7"
"","low","0.6","5.4","0.0","0.0","1.7"
"Colin Thompson","CAR","0.9","9.2","0.1","0.0","1.2"
"","high","1.1","11.9","0.1","0.0","1.3"
"","low","0.7","6.6","0.0","0.0","1.3"
"Derek Carrier","LV","0.6","6.0","0.1","0.0","1.2"
"","high","0.6","6.0","0.1","0.0","1.2"
"","low","0.6","6.0","0.1","0.0","1.2"
"Jeremy Sprinkle","WAS","0.7","5.9","0.1","0.0","1.2"
"","high","0.7","5.9","0.1","0.0","1.2"
"","low","0.7","5.9","0.1","0.0","1.2"
"Cethan Carter","CIN","1.1","12.1","0.0","0.0","1.2"
"","high","1.1","12.1","0.0","0.0","0.0"
"","low","1.1","12.1","0.0","0.0","0.0"
"Hunter Bryant","DET","0.8","8.6","0.1","0.0","1.2"
"","high","0.9","9.5","0.1","0.0","1.4"
"","low","0.7","7.7","0.0","0.0","1.4"
"Jason Croom","PHI","0.6","5.5","0.1","0.0","1.2"
"","high","0.6","5.5","0.1","0.0","1.2"
"","low","0.6","5.5","0.1","0.0","1.2"
"Blake Bell","DAL","1.1","10.8","0.0","0.0","1.1"
"","high","1.2","12.6","0.0","0.0","0.9"
"","low","0.9","9.0","0.0","0.0","0.9"
"Johnny Mundt","LAR","1.0","10.6","0.0","0.0","1.0"
"","high","1.0","10.6","0.0","0.0","0.0"
"","low","1.0","10.6","0.0","0.0","0.0"
"Jordan Thomas","NE","0.6","4.4","0.1","0.0","1.0"
"","high","0.6","4.4","0.1","0.0","1.0"
"","low","0.6","4.4","0.1","0.0","1.0"
"Temarrick Hemingway","WAS","1.0","10.4","0.0","0.0","1.0"
"","high","1.0","10.4","0.0","0.0","0.0"
"","low","1.0","10.4","0.0","0.0","0.0"
"Seth DeValve","ARI","0.9","10.3","0.0","0.0","1.0"
"","high","1.0","12.2","0.0","0.0","0.8"
"","low","0.7","8.3","0.0","0.0","0.8"
"Colby Parkinson","SEA","0.6","6.9","0.1","0.0","1.0"
"","high","0.7","7.8","0.1","0.0","1.4"
"","low","0.6","6.1","0.0","0.0","1.4"
"Demetrius Harris","CHI","0.7","6.5","0.1","0.0","0.9"
"","high","0.8","6.6","0.1","0.0","1.3"
"","low","0.6","6.3","0.0","0.0","1.3"
"Vance McDonald","PIT","0.9","9.5","0.0","0.0","0.9"
"","high","1.3","14.1","0.0","0.0","0.5"
"","low","0.6","5.0","0.0","0.0","0.5"
"Luke Stocker","ATL","1.1","9.1","0.0","0.0","0.9"
"","high","1.5","12.7","0.0","0.0","0.5"
"","low","0.7","5.4","0.0","0.0","0.5"
"Tyler Conklin","MIN","0.9","8.8","0.0","0.0","0.9"
"","high","1.3","11.9","0.0","0.0","0.6"
"","low","0.6","5.6","0.0","0.0","0.6"
"Deon Yelder","KC","0.8","8.4","0.0","0.0","0.8"
"","high","1.3","13.9","0.0","0.0","0.3"
"","low","0.3","3.0","0.0","0.0","0.3"
"Andrew Beck","DEN","0.4","4.7","0.1","0.0","0.8"
"","high","0.5","5.1","0.1","0.0","1.0"
"","low","0.4","4.3","0.0","0.0","1.0"
"Jakob Johnson","NE","0.4","1.6","0.1","0.0","0.8"
"","high","0.4","1.6","0.1","0.0","0.8"
"","low","0.4","1.6","0.1","0.0","0.8"
"Eric Tomlinson","BAL","0.7","7.6","0.0","0.0","0.8"
"","high","1.0","11.3","0.0","0.0","0.4"
"","low","0.5","3.8","0.0","0.0","0.4"
"Levine Toilolo","NYG","0.7","7.3","0.0","0.0","0.7"
"","high","0.7","8.3","0.0","0.0","0.6"
"","low","0.6","6.3","0.0","0.0","0.6"
"Eric Saubert","JAC","0.7","6.5","0.0","0.0","0.6"
"","high","0.8","9.0","0.0","0.0","0.4"
"","low","0.5","4.0","0.0","0.0","0.4"
"Mason Schreck","CIN","0.6","6.3","0.0","0.0","0.6"
"","high","0.6","6.3","0.0","0.0","0.0"
"","low","0.6","6.3","0.0","0.0","0.0"
"Brandon Dillon","MIN","0.5","5.9","0.0","0.0","0.6"
"","high","0.5","5.9","0.0","0.0","0.0"
"","low","0.5","5.9","0.0","0.0","0.0"
"Sean McKeon","DAL","0.5","5.8","0.0","0.0","0.6"
"","high","0.5","5.8","0.0","0.0","0.0"
"","low","0.5","5.8","0.0","0.0","0.0"
"Jake Butt","DEN","0.7","5.7","0.0","0.0","0.6"
"","high","0.7","5.7","0.0","0.0","0.6"
"","low","0.7","5.7","0.0","0.0","0.6"
"Tanner Hudson","TB","0.5","5.0","0.0","0.0","0.5"
"","high","0.5","5.0","0.0","0.0","0.0"
"","low","0.5","5.0","0.0","0.0","0.0"
"J.P. Holtz","CHI","0.4","4.7","0.0","0.0","0.5"
"","high","0.5","5.5","0.0","0.0","0.4"
"","low","0.3","3.9","0.0","0.0","0.4"
"Trevon Wesco","NYJ","0.4","4.1","0.0","0.0","0.4"
"","high","0.4","4.1","0.0","0.0","0.4"
"","low","0.4","4.1","0.0","0.0","0.4"
"Daniel Brown","NYJ","0.0","0.0","0.0","0.0","0.0"
"","high","0.0","0.0","0.0","0.0","0.0"
"","low","0.0","0.0","0.0","0.0","0.0"
""
""
